adjusted points,att bps,cost,def bps,event id,ga,gd,gf,home,mins,opponent,pas bps,player id,player name,points,position id,round,season,team id
3.0,0.0,,2.0,248.0,,,,0.0,90.0,POR,0.0,177.0,Brian Rowe,3.0,1.0,22.0,2017.0,
2.0,0.0,,0.0,248.0,,,,0.0,90.0,POR,1.0,179.0,Ashley Cole,2.0,2.0,22.0,2017.0,
3.0,0.0,,2.0,248.0,,,,0.0,90.0,POR,0.0,181.0,Dave Romney,3.0,2.0,22.0,2017.0,
2.0,0.0,,1.0,248.0,,,,0.0,90.0,POR,0.0,182.0,Daniel Steres,2.0,2.0,22.0,2017.0,
5.0,0.0,,0.0,248.0,,,,0.0,90.0,POR,1.0,186.0,Joao Pedro Almeida Machado,5.0,3.0,22.0,2017.0,
3.0,0.0,,2.0,248.0,,,,0.0,90.0,POR,0.0,187.0,Jermaine Jones,3.0,3.0,22.0,2017.0,
7.0,0.0,,0.0,248.0,,,,0.0,73.0,POR,0.0,190.0,Emmanuel Boateng,7.0,4.0,22.0,2017.0,
3.0,0.0,,0.0,248.0,,,,0.0,90.0,POR,1.0,191.0,Giovani dos Santos,3.0,4.0,22.0,2017.0,
1.0,0.0,,0.0,248.0,,,,0.0,90.0,POR,0.0,196.0,Gyasi Zardes,1.0,4.0,22.0,2017.0,
0.0,0.0,,0.0,244.0,,,,0.0,90.0,CHI,0.0,198.0,Cody Cropper,0.0,1.0,22.0,2017.0,
1.0,0.0,,1.0,245.0,,,,1.0,90.0,SEA,0.0,200.0,Bobby Shuttleworth,1.0,1.0,22.0,2017.0,
1.0,0.0,,0.0,244.0,,,,0.0,90.0,CHI,1.0,202.0,Andrew Farrell,1.0,2.0,22.0,2017.0,
2.0,0.0,,2.0,244.0,,,,0.0,90.0,CHI,1.0,207.0,Benjamin Angoua,2.0,2.0,22.0,2017.0,
2.0,0.0,,1.0,244.0,,,,0.0,90.0,CHI,1.0,208.0,Antonio Mlinar Delamea,2.0,2.0,22.0,2017.0,
1.0,0.0,,0.0,244.0,,,,0.0,55.0,CHI,0.0,210.0,Scott Caldwell,1.0,3.0,22.0,2017.0,
5.0,2.0,,0.0,244.0,,,,0.0,90.0,CHI,1.0,211.0,Diego Fagundez,5.0,3.0,22.0,2017.0,
6.0,1.0,,0.0,244.0,,,,0.0,90.0,CHI,0.0,215.0,Lee Nguyen,6.0,3.0,22.0,2017.0,
3.0,1.0,,0.0,244.0,,,,0.0,90.0,CHI,0.0,216.0,Kelyn Rowe,3.0,3.0,22.0,2017.0,
2.0,0.0,,0.0,244.0,,,,0.0,77.0,CHI,0.0,217.0,Juan Agudelo,2.0,4.0,22.0,2017.0,
7.0,0.0,,0.0,244.0,,,,0.0,90.0,CHI,0.0,218.0,Kei Kamara,7.0,4.0,22.0,2017.0,
3.0,0.0,,2.0,246.0,,,,1.0,90.0,NY,0.0,221.0,Sean Johnson,3.0,1.0,22.0,2017.0,
6.0,0.0,,2.0,246.0,,,,1.0,90.0,NY,0.0,224.0,Frederic Brillant,6.0,2.0,22.0,2017.0,
1.0,0.0,,0.0,246.0,,,,1.0,67.0,NY,0.0,228.0,Ethan White,1.0,2.0,22.0,2017.0,
2.0,0.0,,1.0,246.0,,,,1.0,90.0,NY,0.0,229.0,Alexander Callens,2.0,2.0,22.0,2017.0,
2.0,0.0,,0.0,246.0,,,,1.0,90.0,NY,0.0,232.0,Jack Harrison,2.0,3.0,22.0,2017.0,
2.0,0.0,,1.0,246.0,,,,1.0,57.0,NY,0.0,236.0,Jonathan Lewis,2.0,4.0,22.0,2017.0,
21.0,5.0,,0.0,246.0,,,,1.0,90.0,NY,0.0,239.0,David Villa,21.0,4.0,22.0,2017.0,
11.0,2.0,,4.0,246.0,,,,1.0,90.0,NY,0.0,240.0,Alexander Ring,11.0,3.0,22.0,2017.0,
4.0,0.0,,3.0,246.0,,,,0.0,90.0,NYC,0.0,242.0,Luis Robles,4.0,1.0,22.0,2017.0,
7.0,1.0,,1.0,246.0,,,,0.0,90.0,NYC,0.0,245.0,Tyler Adams,7.0,3.0,22.0,2017.0,
1.0,0.0,,0.0,246.0,,,,0.0,90.0,NYC,0.0,250.0,Kemar Lawrence,1.0,2.0,22.0,2017.0,
2.0,0.0,,0.0,246.0,,,,0.0,89.0,NYC,1.0,251.0,Sal Zizzo,-1.0,2.0,22.0,2017.0,
3.0,0.0,,3.0,246.0,,,,0.0,77.0,NYC,0.0,252.0,Damien Perrinelle,3.0,2.0,22.0,2017.0,
6.0,0.0,,1.0,246.0,,,,0.0,75.0,NYC,0.0,253.0,Sean Davis,6.0,3.0,22.0,2017.0,
4.0,0.0,,2.0,246.0,,,,0.0,90.0,NYC,0.0,255.0,Felipe Martins,4.0,3.0,22.0,2017.0,
10.0,2.0,,0.0,246.0,,,,0.0,90.0,NYC,0.0,257.0,Sacha Kljestan,10.0,3.0,22.0,2017.0,
4.0,1.0,,1.0,246.0,,,,0.0,77.0,NYC,0.0,260.0,Alex Muyl,4.0,3.0,22.0,2017.0,
15.0,2.0,,1.0,246.0,,,,0.0,90.0,NYC,0.0,265.0,Bradley Wright-Phillips,15.0,4.0,22.0,2017.0,
3.0,0.0,,2.0,243.0,,,,0.0,90.0,MTL,0.0,267.0,Joe Bendik,3.0,1.0,22.0,2017.0,
3.0,0.0,,2.0,243.0,,,,0.0,90.0,MTL,0.0,271.0,Jose Aja,3.0,2.0,22.0,2017.0,
3.0,0.0,,2.0,243.0,,,,0.0,90.0,MTL,0.0,280.0,Donny Toia,3.0,2.0,22.0,2017.0,
3.0,0.0,,2.0,243.0,,,,0.0,90.0,MTL,0.0,281.0,Jonathan Spector,3.0,2.0,22.0,2017.0,
3.0,0.0,,0.0,243.0,,,,0.0,65.0,MTL,1.0,284.0,Cristian Higuita,3.0,3.0,22.0,2017.0,
4.0,0.0,,1.0,243.0,,,,0.0,90.0,MTL,1.0,285.0,Will Johnson,4.0,3.0,22.0,2017.0,
3.0,0.0,,1.0,243.0,,,,0.0,90.0,MTL,0.0,286.0,Kaka,3.0,3.0,22.0,2017.0,
2.0,0.0,,0.0,243.0,,,,0.0,83.0,MTL,0.0,288.0,Antonio Nocerino,2.0,3.0,22.0,2017.0,
7.0,0.0,,0.0,243.0,,,,0.0,90.0,MTL,0.0,294.0,Cyle Larin,7.0,4.0,22.0,2017.0,
6.0,0.0,,4.0,247.0,,,,1.0,90.0,DAL,0.0,297.0,John McCarthy,6.0,1.0,22.0,2017.0,
4.0,0.0,,2.0,247.0,,,,1.0,90.0,DAL,0.0,299.0,Raymon Gaddis,4.0,2.0,22.0,2017.0,
2.0,0.0,,0.0,247.0,,,,1.0,90.0,DAL,0.0,304.0,Giliano Wijnaldum,2.0,2.0,22.0,2017.0,
4.0,0.0,,2.0,247.0,,,,1.0,90.0,DAL,0.0,308.0,Alejandro Bedoya,4.0,3.0,22.0,2017.0,
15.0,2.0,,0.0,247.0,,,,1.0,85.0,DAL,0.0,313.0,Ilson Pereira Dias Junior,15.0,3.0,22.0,2017.0,
4.0,1.0,,0.0,247.0,,,,1.0,63.0,DAL,0.0,314.0,Chris Pontius,4.0,3.0,22.0,2017.0,
13.0,1.0,,0.0,247.0,,,,1.0,90.0,DAL,0.0,317.0,CJ Sapong,13.0,4.0,22.0,2017.0,
3.0,0.0,,1.0,247.0,,,,1.0,90.0,DAL,0.0,319.0,Oguchi Onyewu,3.0,2.0,22.0,2017.0,
3.0,0.0,,1.0,248.0,,,,1.0,90.0,LA,0.0,321.0,Jake Gleeson,3.0,1.0,22.0,2017.0,
6.0,0.0,,1.0,248.0,,,,1.0,90.0,LA,1.0,326.0,Roy Miller,6.0,2.0,22.0,2017.0,
8.0,0.0,,1.0,248.0,,,,1.0,90.0,LA,0.0,329.0,Alvas Powell,8.0,2.0,22.0,2017.0,
9.0,0.0,,2.0,248.0,,,,1.0,90.0,LA,0.0,330.0,Liam Ridgewell,9.0,2.0,22.0,2017.0,
3.0,0.0,,0.0,248.0,,,,1.0,90.0,LA,1.0,336.0,Diego Chara,3.0,3.0,22.0,2017.0,
4.0,0.0,,1.0,248.0,,,,1.0,90.0,LA,1.0,337.0,Darlington Nagbe,4.0,3.0,22.0,2017.0,
7.0,0.0,,0.0,248.0,,,,1.0,90.0,LA,0.0,338.0,Diego Valeri,7.0,3.0,22.0,2017.0,
10.0,3.0,,2.0,248.0,,,,1.0,90.0,LA,1.0,340.0,David Guzman,10.0,3.0,22.0,2017.0,
5.0,1.0,,0.0,248.0,,,,1.0,55.0,LA,0.0,341.0,Fanendo Adi,5.0,4.0,22.0,2017.0,
2.0,0.0,,0.0,248.0,,,,0.0,63.0,POR,0.0,344.0,Jack McInerney,2.0,4.0,22.0,2017.0,
7.0,0.0,,0.0,249.0,,,,1.0,90.0,HOU,0.0,347.0,Nick Rimando,7.0,1.0,22.0,2017.0,
7.0,0.0,,0.0,249.0,,,,1.0,90.0,HOU,0.0,349.0,Tony Beltran,7.0,2.0,22.0,2017.0,
10.0,0.0,,3.0,249.0,,,,1.0,90.0,HOU,1.0,350.0,Justen Glad,10.0,2.0,22.0,2017.0,
8.0,0.0,,1.0,249.0,,,,1.0,86.0,HOU,0.0,354.0,Chris Wingert,8.0,2.0,22.0,2017.0,
6.0,1.0,,2.0,249.0,,,,1.0,90.0,HOU,1.0,358.0,Kyle Beckerman,6.0,3.0,22.0,2017.0,
5.0,1.0,,0.0,249.0,,,,1.0,90.0,HOU,1.0,362.0,Albert Rusnak,5.0,3.0,22.0,2017.0,
3.0,0.0,,0.0,249.0,,,,1.0,63.0,HOU,0.0,363.0,Sunday Stephen,3.0,3.0,22.0,2017.0,
4.0,1.0,,0.0,249.0,,,,1.0,90.0,HOU,0.0,364.0,Luis Silva,4.0,3.0,22.0,2017.0,
5.0,3.0,,0.0,249.0,,,,1.0,90.0,HOU,0.0,366.0,Joao Plata,5.0,4.0,22.0,2017.0,
5.0,0.0,,3.0,250.0,,,,1.0,90.0,CLB,0.0,370.0,David Bingham,5.0,1.0,22.0,2017.0,
4.0,0.0,,1.0,250.0,,,,1.0,90.0,CLB,1.0,372.0,Victor Bernardez,4.0,2.0,22.0,2017.0,
2.0,0.0,,0.0,250.0,,,,1.0,90.0,CLB,0.0,375.0,Andres Imperiale,2.0,2.0,22.0,2017.0,
4.0,1.0,,1.0,250.0,,,,1.0,90.0,CLB,0.0,376.0,Nick Lima,4.0,2.0,22.0,2017.0,
5.0,0.0,,2.0,250.0,,,,1.0,90.0,CLB,1.0,382.0,Darwin Ceren,5.0,3.0,22.0,2017.0,
7.0,3.0,,0.0,250.0,,,,1.0,90.0,CLB,0.0,386.0,Shea Salinas,7.0,3.0,22.0,2017.0,
10.0,2.0,,2.0,250.0,,,,1.0,90.0,CLB,1.0,388.0,Tommy Thompson,10.0,3.0,22.0,2017.0,
4.0,2.0,,0.0,250.0,,,,1.0,89.0,CLB,0.0,389.0,Jackson Yueill,4.0,3.0,22.0,2017.0,
9.0,2.0,,0.0,250.0,,,,1.0,90.0,CLB,0.0,391.0,Chris Wondolowski,9.0,4.0,22.0,2017.0,
7.0,0.0,,0.0,250.0,,,,1.0,79.0,CLB,0.0,392.0,Marcos Urena,7.0,4.0,22.0,2017.0,
10.0,0.0,,3.0,245.0,,,,0.0,90.0,MIN,0.0,393.0,Stefan Frei,10.0,1.0,22.0,2017.0,
9.0,0.0,,0.0,245.0,,,,0.0,90.0,MIN,0.0,399.0,Joevin Jones,9.0,2.0,22.0,2017.0,
13.0,1.0,,1.0,245.0,,,,0.0,90.0,MIN,1.0,400.0,Chad Marshall,13.0,2.0,22.0,2017.0,
9.0,0.0,,2.0,245.0,,,,0.0,74.0,MIN,0.0,401.0,Roman Torres,9.0,2.0,22.0,2017.0,
10.0,2.0,,2.0,245.0,,,,0.0,90.0,MIN,0.0,406.0,Nicolas Lodeiro,10.0,3.0,22.0,2017.0,
7.0,0.0,,4.0,245.0,,,,0.0,90.0,MIN,0.0,407.0,Cristian Roldan,7.0,3.0,22.0,2017.0,
8.0,1.0,,0.0,245.0,,,,0.0,63.0,MIN,0.0,411.0,Will Bruin,8.0,4.0,22.0,2017.0,
18.0,3.0,,0.0,245.0,,,,0.0,90.0,MIN,0.0,412.0,Clint Dempsey,18.0,4.0,22.0,2017.0,
8.0,1.0,,0.0,245.0,,,,0.0,75.0,MIN,0.0,414.0,Jordan Morris,8.0,4.0,22.0,2017.0,
6.0,0.0,,0.0,245.0,,,,0.0,90.0,MIN,0.0,415.0,Gustav Svensson,6.0,3.0,22.0,2017.0,
2.0,0.0,,0.0,251.0,,,,1.0,90.0,ATL,0.0,417.0,Tim Melia,2.0,1.0,22.0,2017.0,
3.0,0.0,,1.0,251.0,,,,1.0,90.0,ATL,0.0,419.0,Saad Abdul-Salaam,3.0,2.0,22.0,2017.0,
3.0,0.0,,1.0,251.0,,,,1.0,90.0,ATL,0.0,420.0,Matt Besler,3.0,2.0,22.0,2017.0,
2.0,0.0,,1.0,251.0,,,,1.0,90.0,ATL,0.0,424.0,Ike Opara,2.0,2.0,22.0,2017.0,
3.0,0.0,,1.0,251.0,,,,1.0,90.0,ATL,0.0,427.0,Seth Sinovic,3.0,2.0,22.0,2017.0,
5.0,1.0,,1.0,251.0,,,,1.0,90.0,ATL,1.0,428.0,Roger Espinoza,5.0,3.0,22.0,2017.0,
7.0,0.0,,1.0,251.0,,,,1.0,45.0,ATL,0.0,429.0,Benny Feilhaber,7.0,3.0,22.0,2017.0,
4.0,1.0,,0.0,251.0,,,,1.0,82.0,ATL,0.0,430.0,Gerso Fernandes,4.0,3.0,22.0,2017.0,
3.0,0.0,,1.0,251.0,,,,1.0,90.0,ATL,0.0,434.0,Ilie Sanchez,3.0,3.0,22.0,2017.0,
6.0,3.0,,1.0,251.0,,,,1.0,90.0,ATL,0.0,436.0,Latif Blessing,6.0,4.0,22.0,2017.0,
3.0,1.0,,0.0,243.0,,,,0.0,72.0,MTL,0.0,437.0,Dom Dwyer,3.0,4.0,22.0,2017.0,
2.0,0.0,,0.0,251.0,,,,1.0,70.0,ATL,0.0,441.0,Daniel Salloi,2.0,4.0,22.0,2017.0,
3.0,0.0,,1.0,242.0,,,,0.0,90.0,DC,0.0,444.0,Alex Bono,3.0,1.0,22.0,2017.0,
6.0,0.0,,2.0,242.0,,,,0.0,90.0,DC,2.0,449.0,Drew Moor,6.0,2.0,22.0,2017.0,
4.0,0.0,,1.0,242.0,,,,0.0,90.0,DC,1.0,451.0,Justin Morrow,4.0,2.0,22.0,2017.0,
3.0,0.0,,0.0,242.0,,,,0.0,70.0,DC,1.0,452.0,Eriq Zavaleta,3.0,2.0,22.0,2017.0,
4.0,0.0,,1.0,242.0,,,,0.0,90.0,DC,2.0,453.0,Michael  Bradley,4.0,3.0,22.0,2017.0,
2.0,0.0,,0.0,242.0,,,,0.0,66.0,DC,1.0,457.0,Marky Delgado,2.0,3.0,22.0,2017.0,
3.0,1.0,,0.0,242.0,,,,0.0,90.0,DC,0.0,460.0,Jozy Altidore,3.0,4.0,22.0,2017.0,
4.0,2.0,,0.0,242.0,,,,0.0,90.0,DC,0.0,462.0,Sebastian Giovinco,4.0,4.0,22.0,2017.0,
5.0,0.0,,2.0,242.0,,,,0.0,90.0,DC,1.0,465.0,Chris Mavinga,5.0,2.0,22.0,2017.0,
1.0,0.0,,0.0,241.0,,,,0.0,90.0,COL,0.0,466.0,David Ousted,1.0,1.0,22.0,2017.0,
1.0,0.0,,0.0,241.0,,,,0.0,90.0,COL,0.0,473.0,Jordan Harvey,1.0,2.0,22.0,2017.0,
2.0,0.0,,1.0,241.0,,,,0.0,90.0,COL,0.0,475.0,Tim Parker,2.0,2.0,22.0,2017.0,
2.0,1.0,,0.0,241.0,,,,0.0,90.0,COL,0.0,476.0,Sheanon Williams,2.0,2.0,22.0,2017.0,
2.0,0.0,,0.0,241.0,,,,0.0,62.0,COL,0.0,479.0,Christian Bolanos,2.0,3.0,22.0,2017.0,
4.0,0.0,,2.0,241.0,,,,0.0,90.0,COL,0.0,483.0,Andrew Jacobson,4.0,3.0,22.0,2017.0,
4.0,0.0,,2.0,241.0,,,,0.0,90.0,COL,0.0,484.0,Matias Laba,4.0,3.0,22.0,2017.0,
5.0,3.0,,0.0,241.0,,,,0.0,90.0,COL,0.0,489.0,Yordy Reyna,5.0,3.0,22.0,2017.0,
1.0,0.0,,0.0,250.0,,,,0.0,55.0,SJ,0.0,492.0,Kekuta Manneh,1.0,4.0,22.0,2017.0,
2.0,0.0,,1.0,251.0,,,,0.0,90.0,SKC,0.0,495.0,Mikey Ambrose,2.0,2.0,22.0,2017.0,
2.0,0.0,,0.0,251.0,,,,0.0,90.0,SKC,0.0,499.0,Michael Parkhurst,2.0,2.0,22.0,2017.0,
4.0,0.0,,3.0,251.0,,,,0.0,90.0,SKC,0.0,501.0,Leandro Gonzalez Pirez,4.0,2.0,22.0,2017.0,
2.0,0.0,,0.0,251.0,,,,0.0,90.0,SKC,0.0,503.0,Miguel Almiron,2.0,3.0,22.0,2017.0,
2.0,0.0,,1.0,251.0,,,,0.0,90.0,SKC,0.0,504.0,Yamil Asad,2.0,3.0,22.0,2017.0,
3.0,0.0,,1.0,251.0,,,,0.0,66.0,SKC,0.0,507.0,Julian Gressel,3.0,3.0,22.0,2017.0,
1.0,0.0,,0.0,251.0,,,,0.0,70.0,SKC,0.0,510.0,Jeff Larentowicz,1.0,3.0,22.0,2017.0,
2.0,0.0,,0.0,251.0,,,,0.0,82.0,SKC,0.0,516.0,Hector Villalba,2.0,4.0,22.0,2017.0,
5.0,0.0,,3.0,251.0,,,,0.0,90.0,SKC,0.0,518.0,Anton Walkes,5.0,2.0,22.0,2017.0,
2.0,0.0,,2.0,245.0,,,,1.0,90.0,SEA,0.0,521.0,Francisco Calvo,2.0,2.0,22.0,2017.0,
2.0,0.0,,0.0,245.0,,,,1.0,68.0,SEA,0.0,528.0,Miguel Ibarra,2.0,3.0,22.0,2017.0,
6.0,0.0,,2.0,245.0,,,,1.0,79.0,SEA,2.0,529.0,Ibson Barreto da Silva,6.0,3.0,22.0,2017.0,
5.0,0.0,,0.0,241.0,,,,1.0,90.0,VAN,0.0,531.0,Mohammed Saied,5.0,3.0,22.0,2017.0,
3.0,0.0,,1.0,245.0,,,,1.0,90.0,SEA,0.0,535.0,Kevin Molino,3.0,3.0,22.0,2017.0,
3.0,1.0,,0.0,245.0,,,,1.0,90.0,SEA,0.0,537.0,Abu Danladi,3.0,4.0,22.0,2017.0,
6.0,1.0,,0.0,248.0,,,,1.0,85.0,LA,0.0,541.0,Sebastian Blanco,6.0,3.0,22.0,2017.0,
5.0,0.0,,3.0,250.0,,,,1.0,90.0,CLB,0.0,544.0,Florian Jungwirth,5.0,2.0,22.0,2017.0,
9.0,3.0,,1.0,247.0,,,,1.0,90.0,DAL,0.0,545.0,Haris Medunjanin,9.0,3.0,22.0,2017.0,
2.0,0.0,,0.0,247.0,,,,1.0,90.0,DAL,0.0,546.0,Fabrice-Jean Picault,2.0,4.0,22.0,2017.0,
1.0,0.0,,0.0,251.0,,,,0.0,90.0,SKC,0.0,548.0,Carlos Carmona,1.0,3.0,22.0,2017.0,
3.0,1.0,,1.0,247.0,,,,0.0,90.0,PHI,0.0,551.0,Hernan Grana,3.0,2.0,22.0,2017.0,
3.0,0.0,,1.0,247.0,,,,0.0,81.0,PHI,1.0,552.0,Carlos Cermeno,3.0,3.0,22.0,2017.0,
5.0,0.0,,2.0,250.0,,,,0.0,90.0,SJ,1.0,558.0,Jose de Lima Junior,5.0,3.0,22.0,2017.0,
6.0,4.0,,0.0,246.0,,,,1.0,90.0,NY,1.0,559.0,Maximiliano Moralez,6.0,3.0,22.0,2017.0,
8.0,1.0,,0.0,241.0,,,,0.0,83.0,COL,0.0,560.0,Fredy Montero,8.0,4.0,22.0,2017.0,
2.0,0.0,,1.0,245.0,,,,1.0,90.0,SEA,1.0,566.0,Jerome Thiesson,2.0,2.0,22.0,2017.0,
4.0,1.0,,1.0,246.0,,,,1.0,90.0,NY,0.0,567.0,Yangel Herrera,4.0,3.0,22.0,2017.0,
6.0,3.0,,1.0,242.0,,,,0.0,90.0,DC,0.0,571.0,Victor Vazquez,6.0,3.0,22.0,2017.0,
4.0,0.0,,3.0,246.0,,,,1.0,90.0,NY,0.0,573.0,Ben Sweat,4.0,2.0,22.0,2017.0,
1.0,0.0,,0.0,246.0,,,,0.0,90.0,NYC,0.0,574.0,Aaron Long,1.0,2.0,22.0,2017.0,
4.0,0.0,,2.0,247.0,,,,1.0,90.0,DAL,0.0,578.0,Jack Elliott,4.0,2.0,22.0,2017.0,
1.0,0.0,,0.0,249.0,,,,0.0,55.0,RSL,0.0,584.0,Jose Rodriguez,1.0,3.0,22.0,2017.0,
4.0,0.0,,1.0,243.0,,,,1.0,90.0,ORL,1.0,587.0,Daniel Lovitz,4.0,2.0,22.0,2017.0,
2.0,0.0,,1.0,243.0,,,,0.0,90.0,MTL,0.0,592.0,Scott Sutter,2.0,2.0,22.0,2017.0,
4.0,2.0,,0.0,245.0,,,,1.0,90.0,SEA,0.0,600.0,Ismaila Jome,4.0,3.0,22.0,2017.0,
3.0,0.0,,2.0,241.0,,,,1.0,90.0,VAN,0.0,606.0,Mike da Fonte,3.0,2.0,22.0,2017.0,
6.0,1.0,,1.0,244.0,,,,1.0,90.0,NE,2.0,608.0,Bastian Schweinsteiger,6.0,3.0,22.0,2017.0,
7.0,1.0,,1.0,243.0,,,,1.0,90.0,ORL,0.0,616.0,Blerim Dzemaili,7.0,3.0,22.0,2017.0,
3.0,1.0,,0.0,249.0,,,,1.0,77.0,HOU,0.0,617.0,Jefferson Savarino,3.0,4.0,22.0,2017.0,
3.0,1.0,,0.0,241.0,,,,0.0,62.0,COL,0.0,618.0,Bernie Ibini-Isei,3.0,4.0,22.0,2017.0,
4.0,0.0,,1.0,244.0,,,,0.0,90.0,CHI,1.0,622.0,Gershon Koffie,4.0,3.0,22.0,2017.0,
1.0,0.0,,0.0,242.0,,,,1.0,54.0,TOR,0.0,624.0,Deshorn Brown,1.0,4.0,22.0,2017.0,
3.0,0.0,,1.0,251.0,,,,0.0,90.0,SKC,0.0,625.0,Brad Guzan,3.0,1.0,22.0,2017.0,
2.0,0.0,,1.0,248.0,,,,0.0,90.0,POR,0.0,628.0,Pele van Anholt,2.0,2.0,22.0,2017.0,
1.0,0.0,,1.0,245.0,,,,1.0,90.0,SEA,0.0,629.0,Michael Boxall,1.0,2.0,22.0,2017.0,
4.0,1.0,,1.0,245.0,,,,1.0,90.0,SEA,0.0,630.0,Sam Nicholson,4.0,3.0,22.0,2017.0,
6.0,0.0,,3.0,248.0,,,,1.0,90.0,LA,1.0,632.0,Larrys Mabiala Destin,6.0,2.0,22.0,2017.0,
11.0,0.0,,2.0,249.0,,,,1.0,90.0,HOU,2.0,633.0,Marcelo Andres Silva Fernandez,11.0,2.0,22.0,2017.0,
7.0,0.0,,0.0,245.0,,,,0.0,90.0,MIN,0.0,635.0,Kelvin Leerdam,7.0,2.0,22.0,2017.0,
1.0,0.0,,0.0,251.0,,,,1.0,45.0,ATL,0.0,636.0,Cristian Lobato,1.0,3.0,22.0,2017.0,
2.0,0.0,,0.0,242.0,,,,0.0,79.0,DC,0.0,637.0,Nicolas Hasler,2.0,2.0,22.0,2017.0,
3.0,0.0,,3.0,257.0,,,,0.0,90.0,CLB,0.0,2.0,Matt Lampson,3.0,1.0,23.0,2017.0,
1.0,0.0,,0.0,257.0,,,,0.0,90.0,CLB,0.0,4.0,Patrick Doody,1.0,2.0,23.0,2017.0,
5.0,0.0,,2.0,257.0,,,,0.0,90.0,CLB,2.0,6.0,Johan Kappelhof,5.0,2.0,23.0,2017.0,
3.0,0.0,,1.0,257.0,,,,0.0,90.0,CLB,2.0,7.0,Joao Meira,3.0,2.0,23.0,2017.0,
9.0,1.0,,1.0,257.0,,,,0.0,90.0,CLB,2.0,14.0,Dax McCarty,9.0,3.0,23.0,2017.0,
1.0,0.0,,0.0,257.0,,,,0.0,90.0,CLB,0.0,15.0,Matt Polster,1.0,3.0,23.0,2017.0,
2.0,0.0,,0.0,257.0,,,,0.0,89.0,CLB,0.0,17.0,David Accam,2.0,4.0,23.0,2017.0,
8.0,1.0,,0.0,257.0,,,,0.0,90.0,CLB,0.0,20.0,Michael de Leeuw,8.0,4.0,23.0,2017.0,
2.0,0.0,,0.0,257.0,,,,0.0,90.0,CLB,0.0,21.0,Nemanja Nikolic,2.0,4.0,23.0,2017.0,
1.0,0.0,,0.0,257.0,,,,0.0,59.0,CLB,0.0,22.0,Luis Solignac,1.0,4.0,23.0,2017.0,
10.0,0.0,,3.0,259.0,,,,0.0,90.0,DAL,0.0,26.0,Tim Howard,10.0,1.0,23.0,2017.0,
3.0,0.0,,2.0,259.0,,,,0.0,45.0,DAL,0.0,31.0,Kortne Ford,3.0,2.0,23.0,2017.0,
8.0,0.0,,1.0,259.0,,,,0.0,90.0,DAL,0.0,32.0,Eric Miller,8.0,2.0,23.0,2017.0,
1.0,0.0,,0.0,259.0,,,,0.0,45.0,DAL,0.0,33.0,Axel Sjoberg,1.0,2.0,23.0,2017.0,
9.0,0.0,,3.0,259.0,,,,0.0,90.0,DAL,0.0,34.0,Jared Watts,9.0,2.0,23.0,2017.0,
4.0,0.0,,2.0,259.0,,,,0.0,90.0,DAL,0.0,36.0,Michael Azira,4.0,3.0,23.0,2017.0,
3.0,0.0,,0.0,259.0,,,,0.0,81.0,DAL,0.0,38.0,Marlon Hairston,3.0,3.0,23.0,2017.0,
2.0,0.0,,0.0,259.0,,,,0.0,90.0,DAL,0.0,43.0,Dominique Badji,2.0,4.0,23.0,2017.0,
3.0,0.0,,1.0,259.0,,,,0.0,87.0,DAL,0.0,45.0,Shkelzen Gashi,3.0,4.0,23.0,2017.0,
2.0,0.0,,1.0,259.0,,,,0.0,90.0,DAL,0.0,47.0,Kevin Doyle,2.0,4.0,23.0,2017.0,
3.0,0.0,,1.0,257.0,,,,1.0,90.0,CHI,0.0,48.0,Zack Steffen,3.0,1.0,23.0,2017.0,
5.0,0.0,,2.0,257.0,,,,1.0,90.0,CHI,1.0,50.0,Lalas Abubakar,5.0,2.0,23.0,2017.0,
1.0,0.0,,0.0,257.0,,,,1.0,45.0,CHI,0.0,51.0,Harrison Afful,1.0,2.0,23.0,2017.0,
6.0,1.0,,0.0,257.0,,,,1.0,90.0,CHI,0.0,53.0,Waylon Francis,6.0,2.0,23.0,2017.0,
7.0,1.0,,4.0,257.0,,,,1.0,90.0,CHI,1.0,54.0,Jonathan Mensah,7.0,2.0,23.0,2017.0,
2.0,0.0,,0.0,257.0,,,,1.0,90.0,CHI,0.0,58.0,Josh Williams,2.0,2.0,23.0,2017.0,
1.0,0.0,,0.0,257.0,,,,1.0,45.0,CHI,0.0,65.0,Hector Jimenez,1.0,3.0,23.0,2017.0,
7.0,1.0,,0.0,257.0,,,,1.0,89.0,CHI,0.0,67.0,Justin Meram,7.0,3.0,23.0,2017.0,
3.0,0.0,,0.0,252.0,,,,0.0,90.0,NE,1.0,70.0,Tony Tchani,3.0,3.0,23.0,2017.0,
6.0,0.0,,0.0,257.0,,,,1.0,90.0,CHI,1.0,71.0,Will Trapp,6.0,3.0,23.0,2017.0,
9.0,2.0,,0.0,257.0,,,,1.0,90.0,CHI,0.0,74.0,Ola Kamara,9.0,4.0,23.0,2017.0,
4.0,0.0,,2.0,258.0,,,,1.0,90.0,RSL,0.0,75.0,Bill Hamid,4.0,1.0,23.0,2017.0,
2.0,0.0,,0.0,258.0,,,,1.0,90.0,RSL,0.0,79.0,Steve Birnbaum,2.0,2.0,23.0,2017.0,
3.0,0.0,,1.0,258.0,,,,1.0,90.0,RSL,0.0,81.0,Sean Franklin,3.0,2.0,23.0,2017.0,
