2018_player_id,2018_player_name,2018_position_id,2018_team_id,2017_player_id,2017_position_id
,Agustin Garcia,,,131,2
,AJ DeLaGarza,,,133,2
,Alexandre Monteiro De Lima,,,137,3
,Jose Escalante,,,142,3
,Christian Lucatero,,,143,3
,Erick Torres,,,148,4
,Vicente Sanchez,,,149,4
,Maxime Crepeau,,,151,1
,Eric Kronberg,,,152,1
,Hassoun Camara,,,154,2
,Wandrille Lefevre,,,158,2
,Ambroise Oyongo,,,159,2
,Hernan Bernardello,,,161,3
,Patrice Bernier,,,162,3
,Andres Romero,,,167,3
,Ballou Jean-Yves Tabla,,,169,3
,Dan Kennedy,,,176,1
,Robbie Rogers,,,180,2
,Jelle Van Damme,,,183,2
,Rafael Garcia,,,184,3
,Jermaine Jones,,,187,3
,Raul Mendiola,,,195,4
,Donald Smith,,,203,2
,Je-Vaughn Watson,,,205,2
,London Woodberry,,,206,2
,Benjamin Angoua,,,207,2
,Antonio Mlinar Delamea,,,208,2
,Daigo Kobayashi,,,213,3
,Xavier Kouassi,,,214,3
,Eirik Johansen,,,220,1
,Shannon Gomez,,,226,2
,Ethan White,,,228,2
,Miguel Camargo,,,230,3
,Mix Diskerud,,,231,3
,Jack Harrison,,,232,3
,Mikey Lopez,,,233,3
,Andrea Pirlo,,,235,3
,Sean Okoli,,,237,4
,Rafael Diaz,,,243,1
,Gideon Baah,,,246,2
,Justin Bilyeu,,,247,2
,Damien Perrinelle,,,252,2
,Derrick Etienne,,,254,3
,Zeiko Lewis,,,258,3
,Dan Metzger,,,259,3
,Arun Basuljevic,,,262,3
,Brandon Allen,,,263,4
,Gonzalo Veron,,,264,4
,Josh Saunders,,,270,1
,Kevin Alston,,,272,2
,Conor Donovan,,,273,2
,Devron Garcia,,,274,2
,Seb Hines,,,275,2
,David Mateos,,,276,2
,Kaka,,,286,3
,Antonio Nocerino,,,288,3
,Matias Perez Garcia,,,289,3
,Hadji Barry,,,293,4
,Bryan Rochez,,,295,4
,Ken Tribbett,,,302,2
,Giliano Wijnaldum,,,304,2
,Roland Alberg,,,306,3
,Brian Carroll,,,309,3
,Maurice Edu,,,312,3
,Ilson Pereira Dias Junior,,,313,3
,Charlie Davies,,,315,4
,CJ Sapong,,,317,4
,Oguchi Onyewu,,,319,2
,Amobi Okugo,,,328,2
,Ben Zemanski,,,339,3
,Jack McInerney,,,344,4
,Lucas Melano,,,345,4
,Lalo Fernandez,,,346,1
,Matt Van Oekel,,,348,1
,Chris Wingert,,,354,2
,Omar Holness,,,360,3
,Ricardo Velazco,,,368,4
,Chad Barrett,,,369,4
,Victor Bernardez,,,372,2
,Shaun Francis,,,374,2
,Andres Imperiale,,,375,2
,Marvell Wynne,,,377,2
,Kofi Sarkodie,,,378,2
,Cordell Cato,,,381,3
,Marc Pelosi,,,385,3
,Matheus Silva,,,387,3
,Joevin Jones,,,399,2
,Alvaro Fernandez,,,404,3
,Victor Mansaray,,,413,4
,Igor Juliao,,,422,2
,Erik Palmer-Brown,,,425,2
,Tyler Pasher,,,426,2
,Benji Joya,,,431,3
,Soni Mustivar,,,432,3
,Cameron Iwasa,,,438,4
,Cameron Porter,,,439,4
,Christian Volesky,,,442,4
,Brandon Aubrey,,,446,2
,Michael  Bradley,,,453,3
,Sergio Camargo,,,454,3
,Armando Cooper,,,456,3
,Tsubasa Endoh,,,458,3
,Jonathon Osorio,,,459,3
,Mo Babouli,,,461,4
,Paolo Tornaghi,,,468,1
,David Edgar,,,472,2
,Sheanon Williams,,,476,2
,Cole Seiler,,,477,2
,Christian Bolanos,,,479,3
,Marco Bustos,,,480,3
,Andrew Jacobson,,,483,3
,Matias Laba,,,484,3
,Ben McKendry,,,485,3
,Giles Barnes,,,490,4
,Kyle Greig,,,491,4
,Kekuta Manneh,,,492,4
,Alexander Tambakis,,,494,1
,Mark Bloom,,,496,2
,Zach Loyd,,,498,2
,Kenwyne Jones,,,513,4
,Jeffrey Otoo,,,514,4
,Anton Walkes,,,518,2
,John Alvbage,,,520,1
,Justin Davis,,,522,2
,Joseph Greenspan,,,524,2
,Kevin Venegas,,,526,2
,Jermaine Taylor,,,527,2
,Mohammed Saied,,,531,3
,Johan Venegas,,,532,3
,Bernardo Anor,,,533,3
,Benoit Cheyrou,,,540,3
,Fabrice-Jean Picault,,,546,4
,Carlos Carmona,,,548,3
,Hernan Grana,,,551,2
,Carlos Cermeno,,,552,3
,Bashkim Kadrii,,,553,3
,Jakob Nerwinski,,,557,2
,Jose de Lima Junior,,,558,3
,Fredy Montero,,,560,4
,Joshua Gatt,,,561,3
,Walker Hume,,,565,2
,John Stertzer,,,568,3
,Michael Amir Murillo,,,570,2
,Adrian Arregui,,,572,3
,Matej Dekovic,,,575,2
,Aaron Jones,,,577,2
,Mauro Rosales,,,580,3
,Kyle Reynish,,,581,1
,Taylor Hunter,,,582,2
,Joseph Holland,,,583,3
,Jose Rodriguez,,,584,3
,Bradley Diallo,,,586,2
,Joshua Smith,,,588,2
,Maxim Tissot,,,589,2
,Nathan Smith,,,591,2
,Justin Schmidt,,,593,2
,Reagan Dunk,,,594,2
,Jaime Villarreal,,,598,3
,Ismaila Jome,,,600,3
,Danny Deakin,,,601,3
,Moussa Sane,,,602,4
,Fredrik Gulbrandsen,,,603,4
,Johan Brunell,,,605,2
,Oyvind Alseth,,,609,2
,Jason Hernandez,,,610,2
,Mark Pais,,,611,1
,Luis Gil,,,613,3
,Leonardo Pereira,,,614,2
,Chris Korb,,,615,2
,Blerim Dzemaili,,,616,3
,Bernie Ibini-Isei,,,618,4
,Lindo Mfeka,,,620,3
,Jacob Lissek,,,621,1
,Gershon Koffie,,,622,3
,Deshorn Brown,,,624,4
,Pele van Anholt,,,628,2
,Larrys Mabiala Destin,,,632,2
,Marcelo Andres Silva Fernandez,,,633,2
,Valeri Kazaishvili,,,634,3
,Deian Boldor,,,641,2
,Bill Poni Tuiloma,,,644,3
,Pedro Miguel Martins Santos,,,647,3
,Luis Gonzalez,,,651,3
,Victor Yoshimar Yotun,,,655,2
,Andraz Struna,,,665,2
,Kevin Renato Fortes Oliveira,,,667,3
,Emmanuel Igiebor,,,670,3
