event_id,home,opp_adjusted_points,opp_aps,opp_ass,opp_att_bps,opp_att_points,opp_bc,opp_blk,opp_br,opp_cl,opp_crs,opp_def_bps,opp_def_points,opp_elg,opp_gls,opp_intc,opp_kp,opp_og,opp_oga,opp_pas_bps,opp_pcp,opp_pe,opp_pm,opp_ps,opp_pss,opp_rc,opp_sh,opp_sv,opp_tck,opp_total_bps,opp_wf,opp_yc,opponent,round,season,team,team_adjusted_points,team_aps,team_ass,team_att_bps,team_att_points,team_bc,team_blk,team_br,team_cl,team_crs,team_def_bps,team_def_points,team_elg,team_gls,team_intc,team_kp,team_og,team_oga,team_pas_bps,team_pcp,team_pe,team_pm,team_ps,team_pss,team_rc,team_sh,team_sv,team_tck,team_total_bps,team_wf,team_yc
968393,1,64.0,305.0,1.0,4.0,17.0,2.0,9.0,61.0,54.0,2.0,15.0,21.0,0.0,2.0,13.0,10.0,0.0,0.0,2.0,0.8026315789473685,0.0,0.0,0.0,380.0,0.0,12.0,0.0,13.0,21.0,12.0,1.0,VAN,14,2018,COL,41.0,311.0,1.0,7.0,16.0,1.0,2.0,57.0,10.0,12.0,5.0,2.0,0.0,1.0,7.0,15.0,0.0,0.0,2.0,0.7933673469387755,0.0,0.0,0.0,392.0,0.0,20.0,2.0,15.0,14.0,12.0,3.0
968393,0,41.0,311.0,1.0,7.0,16.0,1.0,2.0,57.0,10.0,12.0,5.0,2.0,0.0,1.0,7.0,15.0,0.0,0.0,2.0,0.7933673469387755,0.0,0.0,0.0,392.0,0.0,20.0,2.0,15.0,14.0,12.0,3.0,COL,14,2018,VAN,64.0,305.0,1.0,4.0,17.0,2.0,9.0,61.0,54.0,2.0,15.0,21.0,0.0,2.0,13.0,10.0,0.0,0.0,2.0,0.8026315789473685,0.0,0.0,0.0,380.0,0.0,12.0,0.0,13.0,21.0,12.0,1.0
968394,1,34.0,144.0,1.0,1.0,9.0,1.0,8.0,45.0,15.0,1.0,9.0,4.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,0.7024390243902439,0.0,0.0,0.0,205.0,2.0,5.0,6.0,23.0,10.0,8.0,1.0,PHI,14,2018,ATL,83.0,594.0,2.0,15.0,36.0,4.0,0.0,54.0,8.0,4.0,6.0,11.0,0.0,3.0,13.0,25.0,0.0,0.0,12.0,0.939873417721519,1.0,0.0,0.0,632.0,0.0,31.0,0.0,15.0,33.0,9.0,0.0
968394,0,83.0,594.0,2.0,15.0,36.0,4.0,0.0,54.0,8.0,4.0,6.0,11.0,0.0,3.0,13.0,25.0,0.0,0.0,12.0,0.939873417721519,1.0,0.0,0.0,632.0,0.0,31.0,0.0,15.0,33.0,9.0,0.0,ATL,14,2018,PHI,34.0,144.0,1.0,1.0,9.0,1.0,8.0,45.0,15.0,1.0,9.0,4.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,0.7024390243902439,0.0,0.0,0.0,205.0,2.0,5.0,6.0,23.0,10.0,8.0,1.0
968395,1,49.0,399.0,2.0,5.0,16.0,4.0,3.0,50.0,16.0,4.0,6.0,7.0,0.0,1.0,17.0,11.0,0.0,0.0,4.0,0.8260869565217391,0.0,0.0,0.0,483.0,0.0,14.0,2.0,10.0,15.0,16.0,2.0,SJ,14,2018,CHI,76.0,384.0,3.0,4.0,23.0,1.0,4.0,60.0,27.0,6.0,13.0,23.0,0.0,2.0,15.0,10.0,0.0,0.0,5.0,0.8118393234672304,0.0,0.0,0.0,473.0,0.0,14.0,3.0,12.0,22.0,9.0,1.0
968395,0,76.0,384.0,3.0,4.0,23.0,1.0,4.0,60.0,27.0,6.0,13.0,23.0,0.0,2.0,15.0,10.0,0.0,0.0,5.0,0.8118393234672304,0.0,0.0,0.0,473.0,0.0,14.0,3.0,12.0,22.0,9.0,1.0,CHI,14,2018,SJ,49.0,399.0,2.0,5.0,16.0,4.0,3.0,50.0,16.0,4.0,6.0,7.0,0.0,1.0,17.0,11.0,0.0,0.0,4.0,0.8260869565217391,0.0,0.0,0.0,483.0,0.0,14.0,2.0,10.0,15.0,16.0,2.0
968396,1,51.0,331.0,2.0,3.0,24.0,1.0,1.0,49.0,22.0,0.0,8.0,5.0,0.0,3.0,12.0,5.0,0.0,0.0,3.0,0.801452784503632,1.0,0.0,0.0,413.0,0.0,8.0,6.0,12.0,14.0,8.0,5.0,TOR,14,2018,CLB,59.0,464.0,1.0,5.0,24.0,1.0,1.0,52.0,12.0,5.0,5.0,7.0,0.0,3.0,6.0,9.0,0.0,0.0,5.0,0.8640595903165735,1.0,0.0,0.0,537.0,0.0,14.0,1.0,11.0,15.0,7.0,2.0
968396,0,59.0,464.0,1.0,5.0,24.0,1.0,1.0,52.0,12.0,5.0,5.0,7.0,0.0,3.0,6.0,9.0,0.0,0.0,5.0,0.8640595903165735,1.0,0.0,0.0,537.0,0.0,14.0,1.0,11.0,15.0,7.0,2.0,CLB,14,2018,TOR,51.0,331.0,2.0,3.0,24.0,1.0,1.0,49.0,22.0,0.0,8.0,5.0,0.0,3.0,12.0,5.0,0.0,0.0,3.0,0.801452784503632,1.0,0.0,0.0,413.0,0.0,8.0,6.0,12.0,14.0,8.0,5.0
968397,1,48.0,455.0,1.0,1.0,9.0,1.0,4.0,47.0,17.0,2.0,4.0,9.0,0.0,1.0,11.0,7.0,0.0,0.0,8.0,0.8666666666666667,0.0,0.0,0.0,525.0,1.0,8.0,5.0,16.0,13.0,8.0,1.0,LAFC,14,2018,DAL,53.0,335.0,1.0,9.0,23.0,4.0,0.0,51.0,10.0,9.0,3.0,6.0,0.0,2.0,9.0,14.0,0.0,0.0,0.0,0.8033573141486811,0.0,0.0,0.0,417.0,0.0,19.0,2.0,21.0,12.0,10.0,1.0
968397,0,53.0,335.0,1.0,9.0,23.0,4.0,0.0,51.0,10.0,9.0,3.0,6.0,0.0,2.0,9.0,14.0,0.0,0.0,0.0,0.8033573141486811,0.0,0.0,0.0,417.0,0.0,19.0,2.0,21.0,12.0,10.0,1.0,DAL,14,2018,LAFC,48.0,455.0,1.0,1.0,9.0,1.0,4.0,47.0,17.0,2.0,4.0,9.0,0.0,1.0,11.0,7.0,0.0,0.0,8.0,0.8666666666666667,0.0,0.0,0.0,525.0,1.0,8.0,5.0,16.0,13.0,8.0,1.0
968398,0,86.0,475.0,1.0,2.0,10.0,1.0,0.0,77.0,8.0,3.0,11.0,46.0,0.0,1.0,24.0,5.0,0.0,0.0,7.0,0.8467023172905526,0.0,0.0,0.0,561.0,0.0,7.0,1.0,17.0,20.0,13.0,1.0,MTL,14,2018,HOU,40.0,346.0,0.0,2.0,2.0,1.0,1.0,82.0,21.0,3.0,17.0,18.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,0.7688888888888888,0.0,0.0,0.0,450.0,0.0,6.0,2.0,34.0,19.0,5.0,4.0
968398,1,40.0,346.0,0.0,2.0,2.0,1.0,1.0,82.0,21.0,3.0,17.0,18.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,0.7688888888888888,0.0,0.0,0.0,450.0,0.0,6.0,2.0,34.0,19.0,5.0,4.0,HOU,14,2018,MTL,86.0,475.0,1.0,2.0,10.0,1.0,0.0,77.0,8.0,3.0,11.0,46.0,0.0,1.0,24.0,5.0,0.0,0.0,7.0,0.8467023172905526,0.0,0.0,0.0,561.0,0.0,7.0,1.0,17.0,20.0,13.0,1.0
968399,1,44.0,168.0,1.0,2.0,10.0,0.0,3.0,62.0,34.0,1.0,14.0,11.0,0.0,1.0,13.0,5.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,294.0,0.0,9.0,4.0,31.0,16.0,17.0,2.0,NY,14,2018,NE,64.0,212.0,3.0,6.0,25.0,2.0,1.0,63.0,24.0,5.0,13.0,16.0,0.0,2.0,17.0,7.0,0.0,0.0,0.0,0.6217008797653959,0.0,0.0,0.0,341.0,0.0,10.0,3.0,16.0,19.0,15.0,2.0
968399,0,64.0,212.0,3.0,6.0,25.0,2.0,1.0,63.0,24.0,5.0,13.0,16.0,0.0,2.0,17.0,7.0,0.0,0.0,0.0,0.6217008797653959,0.0,0.0,0.0,341.0,0.0,10.0,3.0,16.0,19.0,15.0,2.0,NE,14,2018,NY,44.0,168.0,1.0,2.0,10.0,0.0,3.0,62.0,34.0,1.0,14.0,11.0,0.0,1.0,13.0,5.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,294.0,0.0,9.0,4.0,31.0,16.0,17.0,2.0
968400,1,33.0,328.0,0.0,5.0,5.0,0.0,1.0,67.0,19.0,2.0,8.0,4.0,1.0,0.0,9.0,6.0,0.0,0.0,1.0,0.7790973871733967,1.0,1.0,0.0,421.0,0.0,11.0,2.0,23.0,14.0,15.0,2.0,ORL,14,2018,NYC,101.0,299.0,2.0,6.0,27.0,3.0,4.0,69.0,14.0,5.0,16.0,48.0,0.0,3.0,10.0,11.0,0.0,0.0,3.0,0.7588832487309645,0.0,0.0,0.0,394.0,0.0,16.0,2.0,28.0,25.0,11.0,1.0
968400,0,101.0,299.0,2.0,6.0,27.0,3.0,4.0,69.0,14.0,5.0,16.0,48.0,0.0,3.0,10.0,11.0,0.0,0.0,3.0,0.7588832487309645,0.0,0.0,0.0,394.0,0.0,16.0,2.0,28.0,25.0,11.0,1.0,NYC,14,2018,ORL,33.0,328.0,0.0,5.0,5.0,0.0,1.0,67.0,19.0,2.0,8.0,4.0,1.0,0.0,9.0,6.0,0.0,0.0,1.0,0.7790973871733967,1.0,1.0,0.0,421.0,0.0,11.0,2.0,23.0,14.0,15.0,2.0
968401,0,60.0,422.0,0.0,10.0,15.0,3.0,3.0,62.0,21.0,5.0,10.0,16.0,0.0,1.0,12.0,16.0,0.0,0.0,5.0,0.8423153692614771,1.0,0.0,0.0,501.0,0.0,18.0,2.0,14.0,25.0,9.0,1.0,POR,14,2018,LA,57.0,357.0,1.0,6.0,14.0,1.0,4.0,67.0,18.0,6.0,14.0,15.0,0.0,1.0,18.0,16.0,0.0,0.0,4.0,0.8206896551724138,0.0,0.0,0.0,435.0,0.0,16.0,9.0,22.0,24.0,11.0,1.0
968401,1,57.0,357.0,1.0,6.0,14.0,1.0,4.0,67.0,18.0,6.0,14.0,15.0,0.0,1.0,18.0,16.0,0.0,0.0,4.0,0.8206896551724138,0.0,0.0,0.0,435.0,0.0,16.0,9.0,22.0,24.0,11.0,1.0,LA,14,2018,POR,60.0,422.0,0.0,10.0,15.0,3.0,3.0,62.0,21.0,5.0,10.0,16.0,0.0,1.0,12.0,16.0,0.0,0.0,5.0,0.8423153692614771,1.0,0.0,0.0,501.0,0.0,18.0,2.0,14.0,25.0,9.0,1.0
968402,1,34.0,291.0,0.0,0.0,0.0,0.0,3.0,57.0,12.0,4.0,13.0,11.0,0.0,0.0,23.0,3.0,0.0,0.0,1.0,0.773936170212766,0.0,0.0,0.0,376.0,0.0,5.0,4.0,19.0,14.0,11.0,2.0,SEA,14,2018,RSL,84.0,360.0,0.0,6.0,16.0,1.0,2.0,58.0,14.0,10.0,8.0,40.0,0.0,2.0,11.0,13.0,0.0,0.0,5.0,0.8352668213457076,0.0,0.0,0.0,431.0,0.0,18.0,0.0,18.0,19.0,8.0,1.0
968402,0,84.0,360.0,0.0,6.0,16.0,1.0,2.0,58.0,14.0,10.0,8.0,40.0,0.0,2.0,11.0,13.0,0.0,0.0,5.0,0.8352668213457076,0.0,0.0,0.0,431.0,0.0,18.0,0.0,18.0,19.0,8.0,1.0,RSL,14,2018,SEA,34.0,291.0,0.0,0.0,0.0,0.0,3.0,57.0,12.0,4.0,13.0,11.0,0.0,0.0,23.0,3.0,0.0,0.0,1.0,0.773936170212766,0.0,0.0,0.0,376.0,0.0,5.0,4.0,19.0,14.0,11.0,2.0
968403,0,85.0,579.0,3.0,7.0,36.0,1.0,0.0,54.0,12.0,5.0,6.0,12.0,0.0,4.0,10.0,20.0,0.0,0.0,13.0,0.8746223564954683,0.0,0.0,0.0,662.0,0.0,25.0,2.0,13.0,26.0,7.0,0.0,SKC,14,2018,MIN,37.0,215.0,1.0,1.0,10.0,1.0,6.0,59.0,21.0,2.0,13.0,3.0,0.0,1.0,28.0,6.0,0.0,0.0,1.0,0.738831615120275,0.0,0.0,0.0,291.0,1.0,7.0,4.0,16.0,15.0,7.0,1.0
968403,1,37.0,215.0,1.0,1.0,10.0,1.0,6.0,59.0,21.0,2.0,13.0,3.0,0.0,1.0,28.0,6.0,0.0,0.0,1.0,0.738831615120275,0.0,0.0,0.0,291.0,1.0,7.0,4.0,16.0,15.0,7.0,1.0,MIN,14,2018,SKC,85.0,579.0,3.0,7.0,36.0,1.0,0.0,54.0,12.0,5.0,6.0,12.0,0.0,4.0,10.0,20.0,0.0,0.0,13.0,0.8746223564954683,0.0,0.0,0.0,662.0,0.0,25.0,2.0,13.0,26.0,7.0,0.0
968404,1,102.0,408.0,3.0,3.0,22.0,3.0,0.0,71.0,14.0,4.0,13.0,53.0,0.0,2.0,13.0,8.0,0.0,0.0,3.0,0.7876447876447876,0.0,0.0,0.0,518.0,0.0,12.0,4.0,15.0,19.0,10.0,1.0,TOR,15,2018,PHI,35.0,361.0,0.0,5.0,5.0,1.0,3.0,71.0,7.0,7.0,10.0,5.0,1.0,0.0,18.0,10.0,0.0,0.0,2.0,0.7616033755274262,0.0,0.0,0.0,474.0,0.0,14.0,2.0,17.0,17.0,13.0,2.0
968404,0,35.0,361.0,0.0,5.0,5.0,1.0,3.0,71.0,7.0,7.0,10.0,5.0,1.0,0.0,18.0,10.0,0.0,0.0,2.0,0.7616033755274262,0.0,0.0,0.0,474.0,0.0,14.0,2.0,17.0,17.0,13.0,2.0,PHI,15,2018,TOR,102.0,408.0,3.0,3.0,22.0,3.0,0.0,71.0,14.0,4.0,13.0,53.0,0.0,2.0,13.0,8.0,0.0,0.0,3.0,0.7876447876447876,0.0,0.0,0.0,518.0,0.0,12.0,4.0,15.0,19.0,10.0,1.0
968405,1,42.0,273.0,1.0,3.0,11.0,1.0,3.0,46.0,8.0,2.0,5.0,7.0,0.0,1.0,10.0,12.0,0.0,0.0,2.0,0.7668539325842697,0.0,0.0,0.0,356.0,0.0,18.0,1.0,14.0,10.0,10.0,2.0,NE,15,2018,CHI,52.0,314.0,1.0,2.0,11.0,0.0,4.0,47.0,20.0,1.0,10.0,12.0,1.0,1.0,24.0,10.0,0.0,0.0,2.0,0.7772277227722773,0.0,0.0,0.0,404.0,0.0,11.0,5.0,28.0,14.0,15.0,0.0
968405,0,52.0,314.0,1.0,2.0,11.0,0.0,4.0,47.0,20.0,1.0,10.0,12.0,1.0,1.0,24.0,10.0,0.0,0.0,2.0,0.7772277227722773,0.0,0.0,0.0,404.0,0.0,11.0,5.0,28.0,14.0,15.0,0.0,CHI,15,2018,NE,42.0,273.0,1.0,3.0,11.0,1.0,3.0,46.0,8.0,2.0,5.0,7.0,0.0,1.0,10.0,12.0,0.0,0.0,2.0,0.7668539325842697,0.0,0.0,0.0,356.0,0.0,18.0,1.0,14.0,10.0,10.0,2.0
968406,1,52.0,268.0,1.0,2.0,10.0,1.0,2.0,61.0,12.0,2.0,9.0,16.0,0.0,1.0,17.0,9.0,0.0,0.0,1.0,0.7108753315649867,0.0,0.0,0.0,377.0,0.0,11.0,5.0,19.0,12.0,8.0,0.0,NY,15,2018,CLB,66.0,316.0,2.0,12.0,23.0,6.0,4.0,72.0,14.0,5.0,11.0,18.0,0.0,1.0,14.0,17.0,0.0,0.0,0.0,0.7314814814814815,0.0,0.0,0.0,432.0,0.0,18.0,3.0,14.0,23.0,7.0,0.0
968406,0,66.0,316.0,2.0,12.0,23.0,6.0,4.0,72.0,14.0,5.0,11.0,18.0,0.0,1.0,14.0,17.0,0.0,0.0,0.0,0.7314814814814815,0.0,0.0,0.0,432.0,0.0,18.0,3.0,14.0,23.0,7.0,0.0,CLB,15,2018,NY,52.0,268.0,1.0,2.0,10.0,1.0,2.0,61.0,12.0,2.0,9.0,16.0,0.0,1.0,17.0,9.0,0.0,0.0,1.0,0.7108753315649867,0.0,0.0,0.0,377.0,0.0,11.0,5.0,19.0,12.0,8.0,0.0
968407,1,37.0,380.0,0.0,2.0,2.0,1.0,3.0,60.0,8.0,2.0,10.0,10.0,0.0,0.0,14.0,8.0,1.0,0.0,3.0,0.8278867102396514,0.0,0.0,0.0,459.0,0.0,13.0,6.0,23.0,15.0,11.0,3.0,MTL,15,2018,DAL,76.0,363.0,0.0,7.0,12.0,1.0,2.0,60.0,22.0,6.0,9.0,41.0,0.0,2.0,20.0,12.0,0.0,0.0,1.0,0.836405529953917,1.0,0.0,0.0,434.0,0.0,16.0,4.0,16.0,17.0,9.0,2.0
968407,0,76.0,363.0,0.0,7.0,12.0,1.0,2.0,60.0,22.0,6.0,9.0,41.0,0.0,2.0,20.0,12.0,0.0,0.0,1.0,0.836405529953917,1.0,0.0,0.0,434.0,0.0,16.0,4.0,16.0,17.0,9.0,2.0,DAL,15,2018,MTL,37.0,380.0,0.0,2.0,2.0,1.0,3.0,60.0,8.0,2.0,10.0,10.0,0.0,0.0,14.0,8.0,1.0,0.0,3.0,0.8278867102396514,0.0,0.0,0.0,459.0,0.0,13.0,6.0,23.0,15.0,11.0,3.0
968408,0,97.0,686.0,0.0,7.0,17.0,0.0,0.0,53.0,5.0,7.0,5.0,40.0,0.0,2.0,10.0,13.0,0.0,0.0,15.0,0.9245283018867925,1.0,0.0,0.0,742.0,0.0,20.0,1.0,10.0,27.0,8.0,0.0,HOU,15,2018,COL,31.0,172.0,0.0,2.0,2.0,0.0,4.0,41.0,28.0,0.0,7.0,6.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.7136929460580913,0.0,0.0,0.0,241.0,1.0,2.0,6.0,15.0,9.0,17.0,1.0
968408,1,31.0,172.0,0.0,2.0,2.0,0.0,4.0,41.0,28.0,0.0,7.0,6.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.7136929460580913,0.0,0.0,0.0,241.0,1.0,2.0,6.0,15.0,9.0,17.0,1.0,COL,15,2018,HOU,97.0,686.0,0.0,7.0,17.0,0.0,0.0,53.0,5.0,7.0,5.0,40.0,0.0,2.0,10.0,13.0,0.0,0.0,15.0,0.9245283018867925,1.0,0.0,0.0,742.0,0.0,20.0,1.0,10.0,27.0,8.0,0.0
968409,1,36.0,399.0,0.0,4.0,4.0,2.0,3.0,51.0,19.0,2.0,9.0,5.0,0.0,0.0,15.0,11.0,0.0,0.0,5.0,0.8507462686567164,0.0,0.0,0.0,469.0,0.0,13.0,3.0,14.0,18.0,9.0,2.0,RSL,15,2018,LA,88.0,312.0,2.0,4.0,25.0,1.0,2.0,44.0,23.0,6.0,8.0,39.0,0.0,3.0,17.0,8.0,0.0,0.0,2.0,0.8103896103896104,0.0,0.0,0.0,385.0,0.0,10.0,3.0,13.0,14.0,10.0,2.0
968409,0,88.0,312.0,2.0,4.0,25.0,1.0,2.0,44.0,23.0,6.0,8.0,39.0,0.0,3.0,17.0,8.0,0.0,0.0,2.0,0.8103896103896104,0.0,0.0,0.0,385.0,0.0,10.0,3.0,13.0,14.0,10.0,2.0,LA,15,2018,RSL,36.0,399.0,0.0,4.0,4.0,2.0,3.0,51.0,19.0,2.0,9.0,5.0,0.0,0.0,15.0,11.0,0.0,0.0,5.0,0.8507462686567164,0.0,0.0,0.0,469.0,0.0,13.0,3.0,14.0,18.0,9.0,2.0
968410,0,59.0,392.0,2.0,10.0,22.0,2.0,1.0,81.0,7.0,6.0,10.0,12.0,0.0,1.0,12.0,19.0,0.0,0.0,4.0,0.814968814968815,0.0,0.0,0.0,481.0,0.0,25.0,1.0,17.0,24.0,10.0,2.0,NYC,15,2018,ATL,53.0,214.0,1.0,1.0,9.0,0.0,4.0,77.0,23.0,2.0,14.0,21.0,0.0,1.0,14.0,4.0,0.0,0.0,1.0,0.6625386996904025,0.0,0.0,0.0,323.0,0.0,5.0,9.0,21.0,16.0,14.0,2.0
968410,1,53.0,214.0,1.0,1.0,9.0,0.0,4.0,77.0,23.0,2.0,14.0,21.0,0.0,1.0,14.0,4.0,0.0,0.0,1.0,0.6625386996904025,0.0,0.0,0.0,323.0,0.0,5.0,9.0,21.0,16.0,14.0,2.0,ATL,15,2018,NYC,59.0,392.0,2.0,10.0,22.0,2.0,1.0,81.0,7.0,6.0,10.0,12.0,0.0,1.0,12.0,19.0,0.0,0.0,4.0,0.814968814968815,0.0,0.0,0.0,481.0,0.0,25.0,1.0,17.0,24.0,10.0,2.0
968411,1,73.0,412.0,0.0,1.0,1.0,0.0,4.0,54.0,25.0,4.0,9.0,45.0,0.0,0.0,14.0,8.0,0.0,0.0,5.0,0.8477366255144033,0.0,0.0,0.0,486.0,0.0,10.0,4.0,17.0,15.0,12.0,1.0,SKC,15,2018,POR,75.0,376.0,0.0,3.0,3.0,1.0,2.0,55.0,16.0,3.0,9.0,45.0,0.0,0.0,16.0,8.0,0.0,0.0,3.0,0.8468468468468469,0.0,0.0,0.0,444.0,0.0,13.0,4.0,17.0,15.0,10.0,1.0
968411,0,75.0,376.0,0.0,3.0,3.0,1.0,2.0,55.0,16.0,3.0,9.0,45.0,0.0,0.0,16.0,8.0,0.0,0.0,3.0,0.8468468468468469,0.0,0.0,0.0,444.0,0.0,13.0,4.0,17.0,15.0,10.0,1.0,POR,15,2018,SKC,73.0,412.0,0.0,1.0,1.0,0.0,4.0,54.0,25.0,4.0,9.0,45.0,0.0,0.0,14.0,8.0,0.0,0.0,5.0,0.8477366255144033,0.0,0.0,0.0,486.0,0.0,10.0,4.0,17.0,15.0,12.0,1.0
968412,0,51.0,213.0,3.0,2.0,26.0,1.0,2.0,62.0,18.0,2.0,14.0,2.0,1.0,3.0,24.0,7.0,0.0,0.0,0.0,0.6740506329113924,0.0,0.0,0.0,316.0,1.0,10.0,1.0,26.0,16.0,17.0,0.0,SJ,15,2018,LAFC,72.0,427.0,4.0,5.0,39.0,2.0,0.0,74.0,16.0,4.0,12.0,8.0,1.0,4.0,14.0,10.0,0.0,0.0,4.0,0.8102466793168881,0.0,0.0,0.0,527.0,0.0,14.0,4.0,11.0,21.0,14.0,2.0
968412,1,72.0,427.0,4.0,5.0,39.0,2.0,0.0,74.0,16.0,4.0,12.0,8.0,1.0,4.0,14.0,10.0,0.0,0.0,4.0,0.8102466793168881,0.0,0.0,0.0,527.0,0.0,14.0,4.0,11.0,21.0,14.0,2.0,LAFC,15,2018,SJ,51.0,213.0,3.0,2.0,26.0,1.0,2.0,62.0,18.0,2.0,14.0,2.0,1.0,3.0,24.0,7.0,0.0,0.0,0.0,0.6740506329113924,0.0,0.0,0.0,316.0,1.0,10.0,1.0,26.0,16.0,17.0,0.0
968413,0,68.0,453.0,2.0,4.0,20.0,2.0,3.0,60.0,20.0,11.0,11.0,18.0,0.0,2.0,12.0,11.0,0.0,0.0,6.0,0.8404452690166976,0.0,0.0,0.0,539.0,0.0,15.0,5.0,17.0,21.0,13.0,1.0,SEA,15,2018,DC,38.0,305.0,0.0,3.0,8.0,2.0,5.0,55.0,14.0,3.0,11.0,6.0,0.0,1.0,18.0,9.0,0.0,0.0,1.0,0.7760814249363868,0.0,0.0,0.0,393.0,0.0,13.0,4.0,8.0,15.0,9.0,0.0
968413,1,38.0,305.0,0.0,3.0,8.0,2.0,5.0,55.0,14.0,3.0,11.0,6.0,0.0,1.0,18.0,9.0,0.0,0.0,1.0,0.7760814249363868,0.0,0.0,0.0,393.0,0.0,13.0,4.0,8.0,15.0,9.0,0.0,DC,15,2018,SEA,68.0,453.0,2.0,4.0,20.0,2.0,3.0,60.0,20.0,11.0,11.0,18.0,0.0,2.0,12.0,11.0,0.0,0.0,6.0,0.8404452690166976,0.0,0.0,0.0,539.0,0.0,15.0,5.0,17.0,21.0,13.0,1.0
968414,0,75.0,365.0,3.0,9.0,43.0,4.0,3.0,53.0,7.0,1.0,5.0,3.0,0.0,5.0,15.0,11.0,0.0,0.0,6.0,0.8690476190476191,1.0,0.0,0.0,420.0,0.0,16.0,4.0,19.0,20.0,16.0,2.0,VAN,15,2018,ORL,48.0,374.0,4.0,6.0,28.0,3.0,1.0,50.0,14.0,3.0,7.0,-5.0,1.0,2.0,5.0,11.0,0.0,0.0,5.0,0.85,0.0,0.0,0.0,440.0,1.0,13.0,4.0,19.0,18.0,13.0,3.0
968414,1,48.0,374.0,4.0,6.0,28.0,3.0,1.0,50.0,14.0,3.0,7.0,-5.0,1.0,2.0,5.0,11.0,0.0,0.0,5.0,0.85,0.0,0.0,0.0,440.0,1.0,13.0,4.0,19.0,18.0,13.0,3.0,ORL,15,2018,VAN,75.0,365.0,3.0,9.0,43.0,4.0,3.0,53.0,7.0,1.0,5.0,3.0,0.0,5.0,15.0,11.0,0.0,0.0,6.0,0.8690476190476191,1.0,0.0,0.0,420.0,0.0,16.0,4.0,19.0,20.0,16.0,2.0
968415,1,37.0,401.0,0.0,5.0,5.0,1.0,2.0,64.0,17.0,8.0,11.0,8.0,0.0,0.0,15.0,7.0,1.0,0.0,3.0,0.8003992015968064,0.0,0.0,0.0,501.0,0.0,11.0,2.0,17.0,19.0,12.0,3.0,ORL,16,2018,MTL,103.0,295.0,2.0,8.0,24.0,4.0,1.0,70.0,21.0,3.0,14.0,54.0,0.0,3.0,18.0,9.0,0.0,1.0,1.0,0.7742782152230971,1.0,0.0,0.0,381.0,0.0,11.0,3.0,12.0,23.0,9.0,0.0
968415,0,103.0,295.0,2.0,8.0,24.0,4.0,1.0,70.0,21.0,3.0,14.0,54.0,0.0,3.0,18.0,9.0,0.0,1.0,1.0,0.7742782152230971,1.0,0.0,0.0,381.0,0.0,11.0,3.0,12.0,23.0,9.0,0.0,MTL,16,2018,ORL,37.0,401.0,0.0,5.0,5.0,1.0,2.0,64.0,17.0,8.0,11.0,8.0,0.0,0.0,15.0,7.0,1.0,0.0,3.0,0.8003992015968064,0.0,0.0,0.0,501.0,0.0,11.0,2.0,17.0,19.0,12.0,3.0
968416,1,55.0,260.0,2.0,4.0,15.0,2.0,3.0,87.0,10.0,3.0,23.0,20.0,0.0,1.0,25.0,10.0,0.0,0.0,0.0,0.6735751295336787,0.0,0.0,0.0,386.0,0.0,11.0,11.0,30.0,27.0,16.0,3.0,SEA,16,2018,NY,83.0,400.0,4.0,13.0,35.0,6.0,3.0,95.0,9.0,7.0,16.0,22.0,0.0,2.0,15.0,17.0,0.0,0.0,1.0,0.7590132827324478,0.0,0.0,0.0,527.0,0.0,22.0,4.0,15.0,30.0,12.0,0.0
968416,0,83.0,400.0,4.0,13.0,35.0,6.0,3.0,95.0,9.0,7.0,16.0,22.0,0.0,2.0,15.0,17.0,0.0,0.0,1.0,0.7590132827324478,0.0,0.0,0.0,527.0,0.0,22.0,4.0,15.0,30.0,12.0,0.0,NY,16,2018,SEA,55.0,260.0,2.0,4.0,15.0,2.0,3.0,87.0,10.0,3.0,23.0,20.0,0.0,1.0,25.0,10.0,0.0,0.0,0.0,0.6735751295336787,0.0,0.0,0.0,386.0,0.0,11.0,11.0,30.0,27.0,16.0,3.0
968417,0,57.0,221.0,3.0,6.0,25.0,1.0,2.0,56.0,29.0,3.0,12.0,8.0,0.0,2.0,14.0,14.0,0.0,0.0,0.0,0.6696969696969697,0.0,0.0,0.0,330.0,0.0,17.0,5.0,17.0,18.0,12.0,1.0,SJ,16,2018,NE,49.0,255.0,1.0,4.0,17.0,0.0,5.0,65.0,23.0,4.0,12.0,9.0,0.0,2.0,14.0,10.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,357.0,0.0,18.0,3.0,13.0,16.0,11.0,1.0
