event_id,home,opp_adjusted_points,opp_aps,opp_ass,opp_att_bps,opp_att_points,opp_bc,opp_blk,opp_br,opp_cl,opp_crs,opp_def_bps,opp_def_points,opp_elg,opp_gls,opp_intc,opp_kp,opp_og,opp_oga,opp_pas_bps,opp_pcp,opp_pe,opp_pm,opp_ps,opp_pss,opp_rc,opp_sh,opp_sv,opp_tck,opp_total_bps,opp_wf,opp_yc,opponent,round,season,team,team_adjusted_points,team_aps,team_ass,team_att_bps,team_att_points,team_bc,team_blk,team_br,team_cl,team_crs,team_def_bps,team_def_points,team_elg,team_gls,team_intc,team_kp,team_og,team_oga,team_pas_bps,team_pcp,team_pe,team_pm,team_ps,team_pss,team_rc,team_sh,team_sv,team_tck,team_total_bps,team_wf,team_yc
126,1,36.0,220.0,0.0,1.0,1.0,0.0,3.0,57.0,21.0,2.0,12.0,12.0,0.0,0.0,25.0,10.0,0.0,0.0,1.0,0.7166123778501629,0.0,0.0,1.0,307.0,0.0,11.0,5.0,17.0,14.0,8.0,2.0,RSL,12,2017,SEA,82.0,496.0,1.0,8.0,16.0,0.0,3.0,55.0,14.0,3.0,9.0,34.0,0.0,1.0,13.0,12.0,0.0,0.0,7.0,0.8493150684931506,1.0,1.0,0.0,584.0,0.0,17.0,5.0,20.0,24.0,18.0,0.0
127,0,89.0,215.0,3.0,7.0,27.0,1.0,3.0,45.0,10.0,6.0,8.0,38.0,0.0,2.0,14.0,8.0,0.0,0.0,0.0,0.7465277777777778,1.0,1.0,0.0,288.0,0.0,13.0,2.0,15.0,15.0,14.0,1.0,VAN,12,2017,SKC,30.0,353.0,0.0,2.0,2.0,0.0,2.0,46.0,27.0,4.0,8.0,4.0,0.0,0.0,15.0,10.0,0.0,0.0,3.0,0.8465227817745803,0.0,0.0,1.0,417.0,0.0,12.0,5.0,19.0,13.0,9.0,2.0
127,1,30.0,353.0,0.0,2.0,2.0,0.0,2.0,46.0,27.0,4.0,8.0,4.0,0.0,0.0,15.0,10.0,0.0,0.0,3.0,0.8465227817745803,0.0,0.0,1.0,417.0,0.0,12.0,5.0,19.0,13.0,9.0,2.0,SKC,12,2017,VAN,89.0,215.0,3.0,7.0,27.0,1.0,3.0,45.0,10.0,6.0,8.0,38.0,0.0,2.0,14.0,8.0,0.0,0.0,0.0,0.7465277777777778,1.0,1.0,0.0,288.0,0.0,13.0,2.0,15.0,15.0,14.0,1.0
128,1,28.0,193.0,0.0,3.0,8.0,0.0,3.0,54.0,13.0,5.0,8.0,-3.0,0.0,1.0,14.0,8.0,0.0,0.0,0.0,0.6819787985865724,0.0,0.0,0.0,283.0,0.0,11.0,1.0,14.0,11.0,9.0,2.0,HOU,12,2017,ATL,71.0,375.0,3.0,5.0,34.0,1.0,4.0,46.0,15.0,1.0,8.0,10.0,0.0,4.0,8.0,9.0,0.0,0.0,3.0,0.7894736842105263,1.0,0.0,0.0,475.0,0.0,12.0,4.0,22.0,16.0,13.0,1.0
128,0,71.0,375.0,3.0,5.0,34.0,1.0,4.0,46.0,15.0,1.0,8.0,10.0,0.0,4.0,8.0,9.0,0.0,0.0,3.0,0.7894736842105263,1.0,0.0,0.0,475.0,0.0,12.0,4.0,22.0,16.0,13.0,1.0,ATL,12,2017,HOU,28.0,193.0,0.0,3.0,8.0,0.0,3.0,54.0,13.0,5.0,8.0,-3.0,0.0,1.0,14.0,8.0,0.0,0.0,0.0,0.6819787985865724,0.0,0.0,0.0,283.0,0.0,11.0,1.0,14.0,11.0,9.0,2.0
129,1,73.0,237.0,1.0,1.0,9.0,1.0,5.0,57.0,30.0,3.0,15.0,39.0,0.0,1.0,34.0,5.0,0.0,0.0,1.0,0.7225609756097561,0.0,0.0,0.0,328.0,0.0,8.0,3.0,24.0,17.0,9.0,0.0,SJ,12,2017,DAL,33.0,440.0,0.0,3.0,3.0,0.0,2.0,48.0,9.0,6.0,5.0,5.0,0.0,0.0,11.0,9.0,0.0,0.0,3.0,0.8073394495412844,0.0,0.0,0.0,545.0,0.0,16.0,1.0,16.0,11.0,7.0,1.0
129,0,33.0,440.0,0.0,3.0,3.0,0.0,2.0,48.0,9.0,6.0,5.0,5.0,0.0,0.0,11.0,9.0,0.0,0.0,3.0,0.8073394495412844,0.0,0.0,0.0,545.0,0.0,16.0,1.0,16.0,11.0,7.0,1.0,DAL,12,2017,SJ,73.0,237.0,1.0,1.0,9.0,1.0,5.0,57.0,30.0,3.0,15.0,39.0,0.0,1.0,34.0,5.0,0.0,0.0,1.0,0.7225609756097561,0.0,0.0,0.0,328.0,0.0,8.0,3.0,24.0,17.0,9.0,0.0
130,0,46.0,416.0,1.0,9.0,17.0,2.0,1.0,49.0,13.0,4.0,9.0,4.0,0.0,1.0,25.0,18.0,1.0,0.0,3.0,0.8,0.0,0.0,0.0,520.0,0.0,22.0,4.0,20.0,21.0,11.0,1.0,MIN,12,2017,LA,46.0,181.0,1.0,2.0,10.0,0.0,11.0,56.0,33.0,2.0,15.0,15.0,0.0,2.0,19.0,8.0,0.0,1.0,0.0,0.6441281138790036,0.0,0.0,0.0,281.0,0.0,8.0,4.0,17.0,17.0,9.0,4.0
130,1,46.0,181.0,1.0,2.0,10.0,0.0,11.0,56.0,33.0,2.0,15.0,15.0,0.0,2.0,19.0,8.0,0.0,1.0,0.0,0.6441281138790036,0.0,0.0,0.0,281.0,0.0,8.0,4.0,17.0,17.0,9.0,4.0,LA,12,2017,MIN,46.0,416.0,1.0,9.0,17.0,2.0,1.0,49.0,13.0,4.0,9.0,4.0,0.0,1.0,25.0,18.0,1.0,0.0,3.0,0.8,0.0,0.0,0.0,520.0,0.0,22.0,4.0,20.0,21.0,11.0,1.0
131,0,57.0,216.0,2.0,2.0,18.0,1.0,5.0,53.0,36.0,1.0,16.0,16.0,0.0,2.0,15.0,6.0,0.0,0.0,0.0,0.7605633802816901,0.0,0.0,0.0,284.0,1.0,8.0,4.0,19.0,18.0,16.0,0.0,NE,12,2017,CLB,38.0,444.0,1.0,1.0,9.0,0.0,1.0,56.0,6.0,5.0,5.0,1.0,0.0,1.0,15.0,10.0,0.0,0.0,5.0,0.8473282442748091,0.0,0.0,0.0,524.0,0.0,14.0,2.0,16.0,11.0,14.0,2.0
131,1,38.0,444.0,1.0,1.0,9.0,0.0,1.0,56.0,6.0,5.0,5.0,1.0,0.0,1.0,15.0,10.0,0.0,0.0,5.0,0.8473282442748091,0.0,0.0,0.0,524.0,0.0,14.0,2.0,16.0,11.0,14.0,2.0,CLB,12,2017,NE,57.0,216.0,2.0,2.0,18.0,1.0,5.0,53.0,36.0,1.0,16.0,16.0,0.0,2.0,15.0,6.0,0.0,0.0,0.0,0.7605633802816901,0.0,0.0,0.0,284.0,1.0,8.0,4.0,19.0,18.0,16.0,0.0
132,0,50.0,550.0,0.0,1.0,11.0,0.0,1.0,47.0,10.0,2.0,4.0,5.0,0.0,2.0,7.0,7.0,0.0,0.0,11.0,0.8688783570300158,0.0,0.0,0.0,633.0,0.0,10.0,0.0,13.0,16.0,14.0,2.0,PHI,12,2017,COL,36.0,209.0,1.0,1.0,9.0,0.0,3.0,53.0,16.0,3.0,7.0,3.0,0.0,1.0,9.0,5.0,0.0,0.0,1.0,0.7307692307692307,0.0,0.0,0.0,286.0,1.0,6.0,3.0,20.0,9.0,8.0,2.0
132,1,36.0,209.0,1.0,1.0,9.0,0.0,3.0,53.0,16.0,3.0,7.0,3.0,0.0,1.0,9.0,5.0,0.0,0.0,1.0,0.7307692307692307,0.0,0.0,0.0,286.0,1.0,6.0,3.0,20.0,9.0,8.0,2.0,COL,12,2017,PHI,50.0,550.0,0.0,1.0,11.0,0.0,1.0,47.0,10.0,2.0,4.0,5.0,0.0,2.0,7.0,7.0,0.0,0.0,11.0,0.8688783570300158,0.0,0.0,0.0,633.0,0.0,10.0,0.0,13.0,16.0,14.0,2.0
133,0,26.0,322.0,0.0,3.0,3.0,0.0,2.0,56.0,9.0,4.0,6.0,1.0,0.0,0.0,19.0,7.0,0.0,0.0,1.0,0.7911547911547911,1.0,1.0,0.0,407.0,0.0,10.0,2.0,15.0,10.0,12.0,2.0,ORL,12,2017,NYC,86.0,346.0,3.0,5.0,29.0,2.0,2.0,59.0,15.0,3.0,8.0,33.0,0.0,3.0,17.0,9.0,0.0,0.0,2.0,0.7723214285714286,0.0,0.0,0.0,448.0,0.0,12.0,2.0,23.0,15.0,17.0,2.0
133,1,86.0,346.0,3.0,5.0,29.0,2.0,2.0,59.0,15.0,3.0,8.0,33.0,0.0,3.0,17.0,9.0,0.0,0.0,2.0,0.7723214285714286,0.0,0.0,0.0,448.0,0.0,12.0,2.0,23.0,15.0,17.0,2.0,NYC,12,2017,ORL,26.0,322.0,0.0,3.0,3.0,0.0,2.0,56.0,9.0,4.0,6.0,1.0,0.0,0.0,19.0,7.0,0.0,0.0,1.0,0.7911547911547911,1.0,1.0,0.0,407.0,0.0,10.0,2.0,15.0,10.0,12.0,2.0
134,0,115.0,275.0,4.0,5.0,43.0,2.0,2.0,70.0,23.0,2.0,13.0,46.0,0.0,5.0,11.0,6.0,0.0,0.0,2.0,0.7575757575757576,1.0,0.0,0.0,363.0,1.0,11.0,0.0,20.0,20.0,9.0,0.0,TOR,13,2017,CLB,27.0,548.0,0.0,0.0,0.0,0.0,1.0,60.0,6.0,1.0,7.0,-3.0,1.0,0.0,12.0,7.0,0.0,0.0,7.0,0.8616352201257862,0.0,0.0,0.0,636.0,0.0,11.0,2.0,12.0,14.0,8.0,1.0
134,1,27.0,548.0,0.0,0.0,0.0,0.0,1.0,60.0,6.0,1.0,7.0,-3.0,1.0,0.0,12.0,7.0,0.0,0.0,7.0,0.8616352201257862,0.0,0.0,0.0,636.0,0.0,11.0,2.0,12.0,14.0,8.0,1.0,CLB,13,2017,TOR,115.0,275.0,4.0,5.0,43.0,2.0,2.0,70.0,23.0,2.0,13.0,46.0,0.0,5.0,11.0,6.0,0.0,0.0,2.0,0.7575757575757576,1.0,0.0,0.0,363.0,1.0,11.0,0.0,20.0,20.0,9.0,0.0
135,0,83.0,413.0,2.0,3.0,14.0,1.0,7.0,67.0,26.0,5.0,16.0,41.0,0.0,1.0,14.0,6.0,0.0,0.0,5.0,0.8622129436325678,0.0,0.0,0.0,479.0,0.0,8.0,4.0,16.0,24.0,15.0,1.0,SEA,13,2017,POR,44.0,452.0,0.0,6.0,6.0,1.0,1.0,71.0,13.0,1.0,9.0,9.0,0.0,0.0,11.0,15.0,0.0,0.0,6.0,0.8609523809523809,0.0,0.0,0.0,525.0,0.0,19.0,2.0,30.0,21.0,11.0,1.0
135,1,44.0,452.0,0.0,6.0,6.0,1.0,1.0,71.0,13.0,1.0,9.0,9.0,0.0,0.0,11.0,15.0,0.0,0.0,6.0,0.8609523809523809,0.0,0.0,0.0,525.0,0.0,19.0,2.0,30.0,21.0,11.0,1.0,POR,13,2017,SEA,83.0,413.0,2.0,3.0,14.0,1.0,7.0,67.0,26.0,5.0,16.0,41.0,0.0,1.0,14.0,6.0,0.0,0.0,5.0,0.8622129436325678,0.0,0.0,0.0,479.0,0.0,8.0,4.0,16.0,24.0,15.0,1.0
136,0,40.0,297.0,0.0,8.0,8.0,2.0,1.0,57.0,13.0,9.0,8.0,8.0,0.0,0.0,6.0,13.0,0.0,0.0,1.0,0.7857142857142857,1.0,1.0,0.0,378.0,0.0,22.0,3.0,17.0,17.0,13.0,2.0,VAN,13,2017,DC,74.0,265.0,0.0,2.0,7.0,0.0,9.0,49.0,28.0,2.0,13.0,43.0,0.0,1.0,13.0,4.0,0.0,0.0,1.0,0.7528409090909091,1.0,0.0,0.0,352.0,0.0,7.0,4.0,8.0,16.0,13.0,1.0
136,1,74.0,265.0,0.0,2.0,7.0,0.0,9.0,49.0,28.0,2.0,13.0,43.0,0.0,1.0,13.0,4.0,0.0,0.0,1.0,0.7528409090909091,1.0,0.0,0.0,352.0,0.0,7.0,4.0,8.0,16.0,13.0,1.0,DC,13,2017,VAN,40.0,297.0,0.0,8.0,8.0,2.0,1.0,57.0,13.0,9.0,8.0,8.0,0.0,0.0,6.0,13.0,0.0,0.0,1.0,0.7857142857142857,1.0,1.0,0.0,378.0,0.0,22.0,3.0,17.0,17.0,13.0,2.0
137,1,35.0,404.0,1.0,2.0,10.0,1.0,4.0,55.0,4.0,3.0,5.0,0.0,1.0,1.0,15.0,6.0,0.0,0.0,3.0,0.8096192384769539,0.0,0.0,0.0,499.0,0.0,9.0,0.0,12.0,10.0,16.0,2.0,NYC,13,2017,ATL,63.0,281.0,4.0,4.0,31.0,2.0,5.0,45.0,23.0,1.0,7.0,7.0,0.0,3.0,15.0,7.0,0.0,0.0,2.0,0.7375328083989501,0.0,0.0,0.0,381.0,0.0,9.0,2.0,20.0,13.0,15.0,2.0
137,0,63.0,281.0,4.0,4.0,31.0,2.0,5.0,45.0,23.0,1.0,7.0,7.0,0.0,3.0,15.0,7.0,0.0,0.0,2.0,0.7375328083989501,0.0,0.0,0.0,381.0,0.0,9.0,2.0,20.0,13.0,15.0,2.0,ATL,13,2017,NYC,35.0,404.0,1.0,2.0,10.0,1.0,4.0,55.0,4.0,3.0,5.0,0.0,1.0,1.0,15.0,6.0,0.0,0.0,3.0,0.8096192384769539,0.0,0.0,0.0,499.0,0.0,9.0,0.0,12.0,10.0,16.0,2.0
138,1,45.0,546.0,0.0,7.0,7.0,0.0,2.0,56.0,9.0,2.0,5.0,5.0,0.0,0.0,13.0,16.0,0.0,0.0,10.0,0.8694267515923567,0.0,0.0,0.0,628.0,1.0,25.0,2.0,9.0,22.0,18.0,0.0,SKC,13,2017,COL,61.0,133.0,1.0,2.0,11.0,0.0,10.0,49.0,15.0,3.0,11.0,30.0,0.0,1.0,14.0,6.0,0.0,0.0,0.0,0.6045454545454545,0.0,0.0,0.0,220.0,0.0,6.0,1.0,24.0,13.0,14.0,4.0
138,0,61.0,133.0,1.0,2.0,11.0,0.0,10.0,49.0,15.0,3.0,11.0,30.0,0.0,1.0,14.0,6.0,0.0,0.0,0.0,0.6045454545454545,0.0,0.0,0.0,220.0,0.0,6.0,1.0,24.0,13.0,14.0,4.0,COL,13,2017,SKC,45.0,546.0,0.0,7.0,7.0,0.0,2.0,56.0,9.0,2.0,5.0,5.0,0.0,0.0,13.0,16.0,0.0,0.0,10.0,0.8694267515923567,0.0,0.0,0.0,628.0,1.0,25.0,2.0,9.0,22.0,18.0,0.0
139,1,40.0,304.0,0.0,4.0,4.0,0.0,0.0,49.0,26.0,5.0,11.0,11.0,0.0,0.0,22.0,13.0,0.0,0.0,1.0,0.7735368956743003,0.0,0.0,0.0,393.0,0.0,20.0,1.0,21.0,16.0,18.0,0.0,ORL,13,2017,MIN,81.0,245.0,2.0,2.0,13.0,2.0,2.0,59.0,25.0,6.0,17.0,47.0,0.0,1.0,20.0,4.0,0.0,0.0,1.0,0.7248520710059172,0.0,0.0,0.0,338.0,0.0,5.0,7.0,23.0,20.0,14.0,5.0
139,0,81.0,245.0,2.0,2.0,13.0,2.0,2.0,59.0,25.0,6.0,17.0,47.0,0.0,1.0,20.0,4.0,0.0,0.0,1.0,0.7248520710059172,0.0,0.0,0.0,338.0,0.0,5.0,7.0,23.0,20.0,14.0,5.0,MIN,13,2017,ORL,40.0,304.0,0.0,4.0,4.0,0.0,0.0,49.0,26.0,5.0,11.0,11.0,0.0,0.0,22.0,13.0,0.0,0.0,1.0,0.7735368956743003,0.0,0.0,0.0,393.0,0.0,20.0,1.0,21.0,16.0,18.0,0.0
140,0,57.0,383.0,2.0,6.0,22.0,1.0,2.0,65.0,17.0,8.0,8.0,8.0,0.0,2.0,9.0,12.0,0.0,0.0,4.0,0.8272138228941684,0.0,0.0,0.0,463.0,0.0,17.0,4.0,23.0,18.0,15.0,2.0,NY,13,2017,NE,43.0,233.0,0.0,3.0,8.0,0.0,6.0,67.0,35.0,1.0,17.0,12.0,1.0,1.0,14.0,9.0,0.0,0.0,1.0,0.758957654723127,1.0,0.0,0.0,307.0,0.0,13.0,4.0,26.0,21.0,16.0,3.0
140,1,43.0,233.0,0.0,3.0,8.0,0.0,6.0,67.0,35.0,1.0,17.0,12.0,1.0,1.0,14.0,9.0,0.0,0.0,1.0,0.758957654723127,1.0,0.0,0.0,307.0,0.0,13.0,4.0,26.0,21.0,16.0,3.0,NE,13,2017,NY,57.0,383.0,2.0,6.0,22.0,1.0,2.0,65.0,17.0,8.0,8.0,8.0,0.0,2.0,9.0,12.0,0.0,0.0,4.0,0.8272138228941684,0.0,0.0,0.0,463.0,0.0,17.0,4.0,23.0,18.0,15.0,2.0
141,0,77.0,293.0,1.0,3.0,11.0,1.0,2.0,52.0,25.0,3.0,13.0,42.0,0.0,1.0,14.0,13.0,0.0,0.0,1.0,0.7610389610389611,0.0,0.0,0.0,385.0,0.0,16.0,3.0,26.0,17.0,14.0,2.0,RSL,13,2017,PHI,39.0,269.0,0.0,4.0,4.0,0.0,2.0,50.0,27.0,5.0,11.0,11.0,0.0,0.0,17.0,8.0,0.0,0.0,1.0,0.7556179775280899,0.0,0.0,0.0,356.0,0.0,13.0,7.0,19.0,16.0,15.0,2.0
141,1,39.0,269.0,0.0,4.0,4.0,0.0,2.0,50.0,27.0,5.0,11.0,11.0,0.0,0.0,17.0,8.0,0.0,0.0,1.0,0.7556179775280899,0.0,0.0,0.0,356.0,0.0,13.0,7.0,19.0,16.0,15.0,2.0,PHI,13,2017,RSL,77.0,293.0,1.0,3.0,11.0,1.0,2.0,52.0,25.0,3.0,13.0,42.0,0.0,1.0,14.0,13.0,0.0,0.0,1.0,0.7610389610389611,0.0,0.0,0.0,385.0,0.0,16.0,3.0,26.0,17.0,14.0,2.0
142,0,46.0,318.0,2.0,5.0,21.0,2.0,1.0,62.0,7.0,6.0,9.0,2.0,0.0,2.0,13.0,15.0,1.0,0.0,1.0,0.7681159420289855,0.0,0.0,0.0,414.0,0.0,19.0,1.0,17.0,15.0,9.0,1.0,SJ,13,2017,LA,61.0,353.0,3.0,3.0,27.0,0.0,8.0,58.0,31.0,2.0,14.0,9.0,0.0,4.0,18.0,5.0,0.0,1.0,3.0,0.8041002277904328,1.0,0.0,0.0,439.0,0.0,6.0,2.0,14.0,20.0,6.0,2.0
142,1,61.0,353.0,3.0,3.0,27.0,0.0,8.0,58.0,31.0,2.0,14.0,9.0,0.0,4.0,18.0,5.0,0.0,1.0,3.0,0.8041002277904328,1.0,0.0,0.0,439.0,0.0,6.0,2.0,14.0,20.0,6.0,2.0,LA,13,2017,SJ,46.0,318.0,2.0,5.0,21.0,2.0,1.0,62.0,7.0,6.0,9.0,2.0,0.0,2.0,13.0,15.0,1.0,0.0,1.0,0.7681159420289855,0.0,0.0,0.0,414.0,0.0,19.0,1.0,17.0,15.0,9.0,1.0
143,1,67.0,178.0,0.0,1.0,1.0,1.0,4.0,57.0,26.0,2.0,16.0,44.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.6289752650176679,0.0,0.0,0.0,283.0,0.0,5.0,4.0,15.0,17.0,9.0,3.0,HOU,13,2017,DAL,64.0,318.0,0.0,2.0,2.0,0.0,1.0,48.0,15.0,4.0,6.0,35.0,0.0,0.0,10.0,13.0,0.0,0.0,2.0,0.7681159420289855,0.0,0.0,0.0,414.0,0.0,16.0,2.0,16.0,10.0,14.0,0.0
143,0,64.0,318.0,0.0,2.0,2.0,0.0,1.0,48.0,15.0,4.0,6.0,35.0,0.0,0.0,10.0,13.0,0.0,0.0,2.0,0.7681159420289855,0.0,0.0,0.0,414.0,0.0,16.0,2.0,16.0,10.0,14.0,0.0,DAL,13,2017,HOU,67.0,178.0,0.0,1.0,1.0,1.0,4.0,57.0,26.0,2.0,16.0,44.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.6289752650176679,0.0,0.0,0.0,283.0,0.0,5.0,4.0,15.0,17.0,9.0,3.0
144,0,55.0,412.0,3.0,6.0,25.0,1.0,0.0,64.0,26.0,3.0,10.0,5.0,0.0,2.0,18.0,10.0,0.0,0.0,2.0,0.8158415841584158,0.0,0.0,0.0,505.0,0.0,13.0,1.0,10.0,18.0,8.0,2.0,NYC,14,2017,NE,47.0,270.0,2.0,3.0,19.0,2.0,4.0,54.0,18.0,2.0,8.0,4.0,0.0,2.0,15.0,7.0,0.0,0.0,1.0,0.7479224376731302,0.0,0.0,0.0,361.0,0.0,8.0,2.0,24.0,12.0,13.0,2.0
144,1,47.0,270.0,2.0,3.0,19.0,2.0,4.0,54.0,18.0,2.0,8.0,4.0,0.0,2.0,15.0,7.0,0.0,0.0,1.0,0.7479224376731302,0.0,0.0,0.0,361.0,0.0,8.0,2.0,24.0,12.0,13.0,2.0,NE,14,2017,NYC,55.0,412.0,3.0,6.0,25.0,1.0,0.0,64.0,26.0,3.0,10.0,5.0,0.0,2.0,18.0,10.0,0.0,0.0,2.0,0.8158415841584158,0.0,0.0,0.0,505.0,0.0,13.0,1.0,10.0,18.0,8.0,2.0
145,1,37.0,349.0,1.0,1.0,9.0,1.0,0.0,52.0,11.0,4.0,7.0,2.0,0.0,1.0,13.0,5.0,0.0,0.0,5.0,0.8060046189376443,0.0,0.0,1.0,433.0,0.0,9.0,2.0,18.0,13.0,13.0,4.0,DAL,13,2017,CHI,63.0,422.0,3.0,3.0,22.0,0.0,3.0,52.0,20.0,2.0,12.0,12.0,1.0,2.0,19.0,5.0,0.0,0.0,7.0,0.8373015873015873,1.0,1.0,0.0,504.0,0.0,8.0,0.0,20.0,22.0,21.0,2.0
145,0,63.0,422.0,3.0,3.0,22.0,0.0,3.0,52.0,20.0,2.0,12.0,12.0,1.0,2.0,19.0,5.0,0.0,0.0,7.0,0.8373015873015873,1.0,1.0,0.0,504.0,0.0,8.0,0.0,20.0,22.0,21.0,2.0,CHI,13,2017,DAL,37.0,349.0,1.0,1.0,9.0,1.0,0.0,52.0,11.0,4.0,7.0,2.0,0.0,1.0,13.0,5.0,0.0,0.0,5.0,0.8060046189376443,0.0,0.0,1.0,433.0,0.0,9.0,2.0,18.0,13.0,13.0,4.0
146,1,32.0,404.0,0.0,0.0,0.0,0.0,1.0,56.0,18.0,2.0,7.0,3.0,0.0,0.0,9.0,4.0,0.0,0.0,5.0,0.8364389233954451,0.0,0.0,0.0,483.0,0.0,6.0,2.0,9.0,12.0,13.0,1.0,SEA,14,2017,CLB,97.0,490.0,4.0,6.0,33.0,2.0,0.0,54.0,16.0,1.0,8.0,34.0,0.0,3.0,8.0,11.0,0.0,0.0,6.0,0.8657243816254417,0.0,0.0,0.0,566.0,0.0,12.0,4.0,10.0,20.0,6.0,1.0
146,0,97.0,490.0,4.0,6.0,33.0,2.0,0.0,54.0,16.0,1.0,8.0,34.0,0.0,3.0,8.0,11.0,0.0,0.0,6.0,0.8657243816254417,0.0,0.0,0.0,566.0,0.0,12.0,4.0,10.0,20.0,6.0,1.0,CLB,14,2017,SEA,32.0,404.0,0.0,0.0,0.0,0.0,1.0,56.0,18.0,2.0,7.0,3.0,0.0,0.0,9.0,4.0,0.0,0.0,5.0,0.8364389233954451,0.0,0.0,0.0,483.0,0.0,6.0,2.0,9.0,12.0,13.0,1.0
147,1,32.0,332.0,0.0,3.0,8.0,1.0,3.0,57.0,23.0,3.0,8.0,-2.0,0.0,1.0,8.0,9.0,1.0,0.0,2.0,0.8,0.0,0.0,0.0,415.0,0.0,16.0,3.0,18.0,13.0,13.0,1.0,RSL,14,2017,HOU,87.0,251.0,7.0,7.0,49.0,1.0,5.0,63.0,26.0,5.0,14.0,14.0,0.0,5.0,8.0,17.0,0.0,1.0,1.0,0.7723076923076924,0.0,0.0,0.0,325.0,0.0,18.0,8.0,20.0,22.0,9.0,2.0
147,0,87.0,251.0,7.0,7.0,49.0,1.0,5.0,63.0,26.0,5.0,14.0,14.0,0.0,5.0,8.0,17.0,0.0,1.0,1.0,0.7723076923076924,0.0,0.0,0.0,325.0,0.0,18.0,8.0,20.0,22.0,9.0,2.0,HOU,14,2017,RSL,32.0,332.0,0.0,3.0,8.0,1.0,3.0,57.0,23.0,3.0,8.0,-2.0,0.0,1.0,8.0,9.0,1.0,0.0,2.0,0.8,0.0,0.0,0.0,415.0,0.0,16.0,3.0,18.0,13.0,13.0,1.0
148,0,93.0,329.0,2.0,5.0,26.0,1.0,5.0,60.0,26.0,4.0,12.0,40.0,0.0,3.0,14.0,9.0,0.0,0.0,2.0,0.7889688249400479,1.0,0.0,0.0,417.0,0.0,10.0,2.0,16.0,19.0,10.0,0.0,LA,26,2017,COL,33.0,344.0,0.0,0.0,0.0,0.0,1.0,54.0,22.0,4.0,11.0,7.0,0.0,0.0,14.0,8.0,0.0,0.0,2.0,0.7782805429864253,0.0,0.0,0.0,442.0,0.0,10.0,3.0,27.0,13.0,13.0,0.0
148,1,33.0,344.0,0.0,0.0,0.0,0.0,1.0,54.0,22.0,4.0,11.0,7.0,0.0,0.0,14.0,8.0,0.0,0.0,2.0,0.7782805429864253,0.0,0.0,0.0,442.0,0.0,10.0,3.0,27.0,13.0,13.0,0.0,COL,26,2017,LA,93.0,329.0,2.0,5.0,26.0,1.0,5.0,60.0,26.0,4.0,12.0,40.0,0.0,3.0,14.0,9.0,0.0,0.0,2.0,0.7889688249400479,1.0,0.0,0.0,417.0,0.0,10.0,2.0,16.0,19.0,10.0,0.0
149,0,91.0,347.0,2.0,6.0,22.0,1.0,3.0,65.0,23.0,6.0,17.0,46.0,0.0,2.0,16.0,16.0,0.0,0.0,1.0,0.8088578088578089,0.0,0.0,0.0,429.0,0.0,20.0,3.0,31.0,24.0,13.0,2.0,ORL,14,2017,DC,26.0,232.0,0.0,1.0,1.0,1.0,4.0,61.0,17.0,3.0,8.0,3.0,1.0,0.0,11.0,6.0,0.0,0.0,0.0,0.7138461538461538,0.0,0.0,0.0,325.0,0.0,10.0,3.0,14.0,9.0,6.0,2.0
149,1,26.0,232.0,0.0,1.0,1.0,1.0,4.0,61.0,17.0,3.0,8.0,3.0,1.0,0.0,11.0,6.0,0.0,0.0,0.0,0.7138461538461538,0.0,0.0,0.0,325.0,0.0,10.0,3.0,14.0,9.0,6.0,2.0,DC,14,2017,ORL,91.0,347.0,2.0,6.0,22.0,1.0,3.0,65.0,23.0,6.0,17.0,46.0,0.0,2.0,16.0,16.0,0.0,0.0,1.0,0.8088578088578089,0.0,0.0,0.0,429.0,0.0,20.0,3.0,31.0,24.0,13.0,2.0
150,1,37.0,327.0,0.0,1.0,1.0,0.0,2.0,61.0,24.0,4.0,11.0,11.0,0.0,0.0,14.0,7.0,0.0,0.0,1.0,0.7604651162790698,0.0,0.0,0.0,430.0,0.0,11.0,4.0,19.0,13.0,16.0,1.0,NY,14,2017,MTL,74.0,212.0,1.0,5.0,13.0,1.0,1.0,61.0,16.0,2.0,10.0,39.0,0.0,1.0,13.0,7.0,0.0,0.0,0.0,0.7138047138047138,0.0,0.0,0.0,297.0,0.0,14.0,3.0,28.0,15.0,18.0,3.0
150,0,74.0,212.0,1.0,5.0,13.0,1.0,1.0,61.0,16.0,2.0,10.0,39.0,0.0,1.0,13.0,7.0,0.0,0.0,0.0,0.7138047138047138,0.0,0.0,0.0,297.0,0.0,14.0,3.0,28.0,15.0,18.0,3.0,MTL,14,2017,NY,37.0,327.0,0.0,1.0,1.0,0.0,2.0,61.0,24.0,4.0,11.0,11.0,0.0,0.0,14.0,7.0,0.0,0.0,1.0,0.7604651162790698,0.0,0.0,0.0,430.0,0.0,11.0,4.0,19.0,13.0,16.0,1.0
