player,points,position id,price,last 4 avg,last 4,last 2 avg,(price / 1.5) * 5,need
Romario Ibarra,2,3,7.5,1.5,6.0,1.5,25.0,19.0
Alvas Powell,91,2,7.0,6.5,26.0,7.0,23.333333333333332,-2.666666666666668
Ismael Tajouri-Shradi,95,3,8.1,3.5,14.0,4.0,27.0,13.0
Tomas Martinez,95,3,8.5,2.25,9.0,2.5,28.333333333333332,19.333333333333332
Luke Mulholland,2,3,6.0,2.0,8.0,2.0,20.0,12.0
Jonathan Osorio,145,3,10.5,8.5,34.0,10.5,35.0,1.0
Yordy Reyna,93,3,8.9,6.0,24.0,9.5,29.666666666666668,5.666666666666668
Alec Kann,4,1,4.5,4.0,16.0,4.0,15.0,-1.0
Jesse Gonzalez,43,1,5.0,2.0,8.0,1.5,16.666666666666668,8.666666666666668
Ager Aketxe,48,3,5.9,2.75,11.0,1.0,19.666666666666668,8.666666666666668
Yamil Asad,123,3,10.1,5.0,20.0,6.5,33.666666666666664,13.666666666666664
Alexi Gomez,47,3,5.7,3.75,15.0,3.5,19.0,4.0
Alexander Callens,154,2,7.5,6.5,26.0,2.5,25.0,-1.0
Joao Pedro Almeida Machado,5,3,4.5,2.0,8.0,2.0,15.0,7.0
Harrison Heath,3,3,4.0,2.0,8.0,2.0,13.333333333333334,5.333333333333334
Micheal Azira,8,3,4.5,1.75,7.0,2.0,15.0,8.0
Dane Kelly,1,4,5.0,1.0,4.0,1.0,16.666666666666668,12.666666666666668
Mitchell Taintor,6,2,4.5,6.0,24.0,6.0,15.0,-9.0
Christian Ramirez,72,4,8.0,8.0,32.0,9.5,26.666666666666668,-5.333333333333332
Fatai Alashe,20,3,5.5,2.5,10.0,2.5,18.333333333333332,8.333333333333332
Alex Bono,56,1,5.9,4.0,16.0,5.5,19.666666666666668,3.666666666666668
Jimmy Ockford,26,2,4.5,2.5,10.0,2.5,15.0,5.0
Ben Sweat,83,2,6.5,5.75,23.0,1.5,21.666666666666668,-1.3333333333333321
Aaron Long,124,2,7.3,5.5,22.0,3.0,24.333333333333332,2.333333333333332
Andre Blake,71,1,5.4,3.0,12.0,2.5,18.0,6.0
Eric Miller,44,2,5.0,1.5,6.0,2.5,16.666666666666668,10.666666666666668
Zack Steffen,72,1,6.0,3.0,12.0,2.0,20.0,8.0
Ebenezer Ofori,87,3,6.5,4.75,19.0,4.5,21.666666666666668,2.666666666666668
Jordy Delem,29,3,5.0,2.5,10.0,2.0,16.666666666666668,6.666666666666668
Paul Arriola,83,3,8.5,5.75,23.0,2.0,28.333333333333332,5.333333333333332
Jesus Medina,112,3,8.5,7.5,30.0,8.0,28.333333333333332,-1.6666666666666679
Michael Petrasso,29,2,4.0,1.25,5.0,1.5,13.333333333333334,8.333333333333334
Emmanuel Boateng,54,3,5.5,1.75,7.0,1.5,18.333333333333332,11.333333333333332
Cedric Hountondji,1,2,5.0,1.0,4.0,1.0,16.666666666666668,12.666666666666668
Jimmy Medranda,69,3,7.0,4.25,17.0,5.0,23.333333333333332,6.333333333333332
Ben Spencer,3,4,5.0,1.0,4.0,1.0,16.666666666666668,12.666666666666668
Alejandro Romero Gamarra,129,3,10.8,7.0,28.0,4.5,36.0,8.0
Kemar Lawrence,103,2,7.5,5.5,22.0,6.0,25.0,3.0
Victor Giro,8,2,4.0,1.25,5.0,1.0,13.333333333333334,8.333333333333334
Adam Lundkvist,26,2,5.7,2.75,11.0,2.0,19.0,8.0
Brandon Vincent,71,2,5.0,1.75,7.0,2.5,16.666666666666668,9.666666666666668
Aaron Kovar,20,3,5.5,4.0,16.0,3.5,18.333333333333332,2.333333333333332
Taylor Peay,1,2,4.0,1.0,4.0,1.0,13.333333333333334,9.333333333333334
Cristian Roldan,106,3,8.5,6.0,24.0,6.0,28.333333333333332,4.333333333333332
Auro Alvaro da Cruz Junior,74,2,6.4,5.0,20.0,5.0,21.333333333333332,1.3333333333333321
Alberth Elis,125,4,9.0,2.25,9.0,2.5,30.0,21.0
Nick Lima,80,2,5.8,3.5,14.0,5.5,19.333333333333332,5.333333333333332
Cristhian Machado,2,3,5.0,2.0,8.0,2.0,16.666666666666668,8.666666666666668
Bill Tuiloma,36,2,5.0,1.75,7.0,1.0,16.666666666666668,9.666666666666668
Carlos Rivas,15,4,4.5,1.5,6.0,1.5,15.0,9.0
Michael Barrios,78,3,7.5,7.75,31.0,12.0,25.0,-6.0
Mauro Manotas,100,4,8.3,4.5,18.0,5.0,27.666666666666668,9.666666666666668
Daniel Lovitz,89,2,6.0,2.5,10.0,1.0,20.0,10.0
Thomas McNamara,14,3,5.5,2.0,8.0,2.0,18.333333333333332,10.333333333333332
Tesho Akindele,23,4,5.7,2.75,11.0,3.5,19.0,8.0
Marlon Hairston,15,2,5.1,3.25,13.0,2.0,17.0,4.0
Harry Shipp,45,3,6.0,5.75,23.0,7.0,20.0,-3.0
Bradford Jamieson IV,1,4,5.5,1.0,4.0,1.0,18.333333333333332,14.333333333333332
Tommy Thompson,18,3,5.5,2.25,9.0,2.5,18.333333333333332,9.333333333333332
Brooks Lennon,93,2,5.8,5.0,20.0,5.5,19.333333333333332,-0.6666666666666679
Ronaldo Pena,0,4,6.6,0.0,0.0,0.0,22.0,22.0
Miguel Almiron,203,3,11.1,6.25,25.0,5.5,37.0,12.0
Eduardo Sosa,15,3,6.0,2.5,10.0,-0.5,20.0,10.0
Andy Polo,36,3,7.0,2.75,11.0,2.5,23.333333333333332,12.333333333333332
Luciano Acosta,88,3,8.5,6.0,24.0,9.0,28.333333333333332,4.333333333333332
Victor Cabrera,51,2,5.0,2.25,9.0,2.0,16.666666666666668,7.666666666666668
Brian Wright,1,4,5.0,1.0,4.0,1.0,16.666666666666668,12.666666666666668
Ronald Matarrita,89,2,5.7,4.75,19.0,3.0,19.0,0.0
Tommy Redding,1,2,4.5,1.0,4.0,1.0,15.0,11.0
Rafael Ramos,12,2,4.5,0.6666666666666666,2.6666666666666665,0.5,15.0,12.333333333333334
Julio Cascante,61,2,6.0,6.25,25.0,7.0,20.0,-5.0
Samuel Piette,134,3,6.6,3.25,13.0,2.5,22.0,9.0
Justen Glad,131,2,6.5,5.0,20.0,6.0,21.666666666666668,1.6666666666666679
Anthony Jackson-Hamel,25,4,5.0,1.0,4.0,1.0,16.666666666666668,12.666666666666668
Emrah Klimenta,14,2,5.5,8.0,32.0,8.0,18.333333333333332,-13.666666666666668
Brent Kallman,37,2,5.6,3.5,14.0,3.0,18.666666666666668,4.666666666666668
Romario Williams,15,4,5.0,1.25,5.0,1.0,16.666666666666668,11.666666666666668
Joel Qwiberg,1,2,4.5,1.0,4.0,1.0,15.0,11.0
Franco Escobar,75,2,6.0,4.25,17.0,5.0,20.0,3.0
Kendall Waston,44,2,5.5,1.75,7.0,1.5,18.333333333333332,11.333333333333332
Eric Remedi,7,3,7.5,3.0,12.0,3.5,25.0,13.0
Sebastian Saucedo,67,3,5.5,2.75,11.0,2.0,18.333333333333332,7.333333333333332
Alejandro Fuenmayor,61,2,6.0,3.25,13.0,-1.0,20.0,7.0
Jefferson Savarino,112,3,8.5,5.25,21.0,6.5,28.333333333333332,7.333333333333332
Fafa Picault,83,3,7.6,4.0,16.0,4.5,25.333333333333332,9.333333333333332
Cristian Colman,23,4,5.9,3.5,14.0,1.0,19.666666666666668,5.666666666666668
Louis Beland-Goyette,5,3,5.0,1.25,5.0,1.0,16.666666666666668,11.666666666666668
Tomas Hilliard-Arce,17,2,5.5,1.75,7.0,2.5,18.333333333333332,11.333333333333332
Corey Baird,63,4,6.0,1.75,7.0,2.0,20.0,13.0
Matt Polster,3,2,5.5,3.0,12.0,3.0,18.333333333333332,6.333333333333332
Henry Wingo,6,3,4.5,2.25,9.0,1.0,15.0,6.0
Memo Rodriguez,31,3,5.5,2.0,8.0,1.5,18.333333333333332,10.333333333333332
Graham Smith,4,2,4.0,3.5,14.0,3.5,13.333333333333334,-0.6666666666666661
Khiry Shelton,45,4,6.5,2.5,10.0,1.5,21.666666666666668,11.666666666666668
Mo Adams,31,3,5.0,2.5,10.0,2.0,16.666666666666668,6.666666666666668
Tyler Adams,84,3,7.6,4.5,18.0,5.0,25.333333333333332,7.333333333333332
Emiliano Amor,28,2,5.0,2.25,9.0,3.5,16.666666666666668,7.666666666666668
Jose Aja,49,2,5.0,0.75,3.0,2.0,16.666666666666668,13.666666666666668
Jeisson Vargas,47,3,6.5,2.0,8.0,2.0,21.666666666666668,13.666666666666668
Andre Horta,0,3,8.5,0.0,0.0,0.0,28.333333333333332,28.333333333333332
Anthony Fontana,15,3,4.5,1.75,7.0,2.0,15.0,8.0
Mark McKenzie,57,2,6.0,1.75,7.0,2.0,20.0,13.0
Matthew Real,8,2,4.5,3.3333333333333335,13.333333333333334,4.0,15.0,1.666666666666666
Auston Trusty,78,2,5.8,3.0,12.0,2.5,19.333333333333332,7.333333333333332
Abu Danladi,12,4,5.2,2.25,9.0,3.5,17.333333333333332,8.333333333333332
Nick Besler,55,2,4.0,1.0,4.0,1.0,13.333333333333334,9.333333333333334
Tim Parker,90,2,7.3,6.0,24.0,2.0,24.333333333333332,0.33333333333333215
Tyler Miller,84,1,6.0,4.25,17.0,2.0,20.0,3.0
Dominique Badji,73,4,7.5,3.75,15.0,4.0,25.0,10.0
Oniel Fisher,41,2,4.7,3.25,13.0,2.5,15.666666666666666,2.666666666666666
Saad Abdul-Salaam,22,2,4.5,5.5,22.0,3.0,15.0,-7.0
Axel Sjoberg,61,2,5.4,3.5,14.0,2.0,18.0,4.0
Luiz Fernando,6,3,5.0,0.75,3.0,2.0,16.666666666666668,13.666666666666668
Ben Mines,8,3,4.5,8.0,32.0,8.0,15.0,-17.0
Fidel Escobar,12,2,4.5,6.0,24.0,6.0,15.0,-9.0
Michael Murillo,78,2,6.7,5.25,21.0,2.5,22.333333333333332,1.3333333333333321
Anthony Blondell,30,4,5.5,2.0,8.0,3.0,18.333333333333332,10.333333333333332
Modou Jadama,1,2,4.5,1.0,4.0,1.0,15.0,11.0
Joseph Mora,36,2,4.9,2.5,10.0,2.5,16.333333333333332,6.333333333333332
Victor Arboleda,1,3,4.5,1.0,4.0,1.0,15.0,11.0
Zachary Herivaux,2,3,5.0,1.5,6.0,1.5,16.666666666666668,10.666666666666668
Russell Canouse,13,3,5.0,3.0,12.0,4.0,16.666666666666668,4.666666666666668
Deklan Wynne,49,2,5.5,3.5,14.0,1.5,18.333333333333332,4.333333333333332
Ulises Segura,32,3,6.5,2.5,10.0,2.0,21.666666666666668,11.666666666666668
Ariel Lassiter,2,4,4.5,1.0,4.0,1.0,15.0,11.0
Chris Durkin,52,3,5.2,3.25,13.0,2.0,17.333333333333332,4.333333333333332
Tony Rocha,54,3,5.5,5.5,22.0,8.0,18.333333333333332,-3.666666666666668
Amro Tarek,52,2,6.0,4.75,19.0,7.0,20.0,1.0
Dave Romney,89,2,6.0,3.25,13.0,4.0,20.0,7.0
Jonathan Lewis,26,4,5.7,2.75,11.0,2.5,19.0,8.0
Daniel Salloi,108,3,5.9,4.25,17.0,5.5,19.666666666666668,2.666666666666668
Ayo Akinola,4,4,4.0,2.0,8.0,2.5,13.333333333333334,5.333333333333334
Cristhian Paredes,64,3,6.5,2.75,11.0,2.0,21.666666666666668,10.666666666666668
Josue Colman,49,3,7.0,1.75,7.0,1.5,23.333333333333332,16.333333333333332
Brandon Vazquez,2,4,4.5,1.0,4.0,1.0,15.0,11.0
Pablo Ruiz,30,2,4.5,1.75,7.0,1.0,15.0,8.0
Luis Alberto Caicedo,86,3,7.0,6.25,25.0,4.5,23.333333333333332,-1.6666666666666679
Andrew Carleton,11,3,4.5,2.75,11.0,2.0,15.0,4.0
Jaylin Lindsey,37,2,5.5,3.5,14.0,4.5,18.333333333333332,4.333333333333332
Jordan McCrary,38,2,4.5,4.25,17.0,3.5,15.0,-2.0
Drew Conner,12,3,4.7,2.5,10.0,2.0,15.666666666666666,5.666666666666666
Derrick Etienne Jr.,39,4,5.0,1.75,7.0,1.5,16.666666666666668,9.666666666666668
Alex Muyl,59,3,4.5,2.5,10.0,2.0,15.0,5.0
Danilo Acosta,43,2,6.0,3.5,14.0,5.0,20.0,6.0
Tony Alfaro,9,2,4.5,1.75,7.0,1.0,15.0,8.0
Andrew Tarbell,44,1,5.5,4.5,18.0,6.5,18.333333333333332,0.33333333333333215
Richmond Laryea,11,3,5.0,1.0,4.0,1.5,16.666666666666668,12.666666666666668
Fabian Herbers,19,3,4.9,2.75,11.0,3.0,16.333333333333332,5.333333333333332
Kip Colvey,8,2,4.5,2.3333333333333335,9.333333333333334,2.0,15.0,5.666666666666666
Milton Valenzuela,91,2,6.5,2.5,10.0,3.5,21.666666666666668,11.666666666666668
Luis Felipe,13,3,4.8,3.6666666666666665,14.666666666666666,3.5,16.0,1.333333333333334
Diego Rossi,113,4,8.8,4.0,16.0,5.5,29.333333333333332,13.333333333333332
Matt Turner,70,1,5.3,2.5,10.0,1.5,17.666666666666668,7.666666666666668
Jesus Ferreira,1,4,4.5,1.0,4.0,1.0,15.0,11.0
Paxton Pomykal,10,3,4.5,2.0,8.0,2.0,15.0,7.0
Bruno Miranda,5,4,5.0,1.0,4.0,1.0,16.666666666666668,12.666666666666668
Santiago Mosquera,78,3,7.5,3.5,14.0,5.5,25.0,11.0
Alphonso Davies,140,3,10.0,9.25,37.0,12.0,33.333333333333336,-3.6666666666666643
Liam Fraser,24,3,4.0,2.25,9.0,2.0,13.333333333333334,4.333333333333334
Shamit Shome,7,3,4.5,1.75,7.0,2.0,15.0,8.0
Andrew Wheeler-Omiunu,3,3,4.5,3.0,12.0,3.0,15.0,3.0
Ian Harkes,13,3,5.5,2.25,9.0,2.0,18.333333333333332,9.333333333333332
Jacori Hayes,71,3,5.5,1.75,7.0,1.5,18.333333333333332,11.333333333333332
Jon Bakero,2,4,5.5,1.0,4.0,1.0,18.333333333333332,14.333333333333332
Yangel Herrera,67,3,6.5,5.25,21.0,5.5,21.666666666666668,0.6666666666666679
Cristian Martinez,45,3,5.0,2.75,11.0,3.5,16.666666666666668,5.666666666666668
Cory Burke,48,4,7.0,5.5,22.0,4.5,23.333333333333332,1.3333333333333321
Artur de Lima Junior,114,3,7.0,3.25,13.0,3.0,23.333333333333332,10.333333333333332
Mark-Anthony Kaye,130,3,8.5,5.0,20.0,3.5,28.333333333333332,8.333333333333332
David Choiniere,2,3,5.0,2.0,8.0,2.0,16.666666666666668,8.666666666666668
Raheem Edwards,58,3,6.4,3.75,15.0,3.0,21.333333333333332,6.333333333333332
Alan Mariano Mino,3,3,4.5,3.0,12.0,3.0,15.0,3.0
Derrick Jones,8,3,4.6,2.0,8.0,2.5,15.333333333333334,7.333333333333334
Brett Levis,21,2,4.0,2.25,9.0,1.0,13.333333333333334,4.333333333333334
Ezequiel Barco,99,3,9.5,6.0,24.0,7.5,31.666666666666668,7.666666666666668
Yeferson Quintana,51,2,5.0,3.0,12.0,2.0,16.666666666666668,4.666666666666668
Eduard Atuesta,63,3,6.5,3.0,12.0,2.5,21.666666666666668,9.666666666666668
Ethan Kutler,27,2,4.5,3.75,15.0,1.0,15.0,0.0
Grant Lillard,33,2,5.0,4.0,16.0,2.0,16.666666666666668,0.6666666666666679
Kortne Ford,19,2,5.0,3.5,14.0,2.0,16.666666666666668,2.666666666666668
Chris Mueller,76,3,6.1,3.25,13.0,1.5,20.333333333333332,7.333333333333332
Alex Crognale,31,2,4.5,2.75,11.0,4.0,15.0,4.0
Chris Odoi-Atsem,1,2,4.5,1.0,4.0,1.0,15.0,11.0
Ken Krolicki,53,3,4.5,2.5,10.0,3.0,15.0,5.0
Jeremy Ebobisse,1,4,4.5,1.0,4.0,1.0,15.0,11.0
Florian Valot,81,3,8.0,5.0,20.0,4.5,26.666666666666668,6.666666666666668
Miles Robinson,27,2,4.0,1.0,4.0,1.0,13.333333333333334,9.333333333333334
Marco Farfan,35,2,4.5,2.75,11.0,4.0,15.0,4.0
Vincent Bezecourt,33,3,5.0,2.0,8.0,2.0,16.666666666666668,8.666666666666668
Handwalla Bwana,19,3,5.0,3.25,13.0,1.5,16.666666666666668,3.666666666666668
Aidan Daniels,2,3,4.0,2.0,8.0,2.0,13.333333333333334,5.333333333333334
Nouhou Tolo,81,2,6.4,5.25,21.0,2.5,21.333333333333332,0.33333333333333215
Cam Lindley,5,3,5.0,2.0,8.0,2.5,16.666666666666668,8.666666666666668
Kris Reaves,11,2,4.0,5.5,22.0,5.5,13.333333333333334,-8.666666666666666
Kyle Duncan,26,2,4.0,7.0,28.0,7.0,13.333333333333334,-14.666666666666666
Lalas Abubakar,111,2,7.0,2.75,11.0,3.5,23.333333333333332,12.333333333333332
Kwame Awuah,11,3,4.1,2.0,8.0,2.0,13.666666666666666,5.666666666666666
Brandt Bronico,56,3,6.5,3.0,12.0,1.5,21.666666666666668,9.666666666666668
Julian Gressel,129,3,8.5,4.5,18.0,4.5,28.333333333333332,10.333333333333332
Niko Hansen,32,3,6.0,2.75,11.0,3.5,20.0,9.0
Jake Nerwinski,34,2,5.5,2.25,9.0,3.0,18.333333333333332,9.333333333333332
Chris Wehan,4,3,4.5,1.3333333333333333,5.333333333333333,1.5,15.0,9.666666666666668
Jack Elliott,39,2,4.3,2.25,9.0,1.5,14.333333333333334,5.333333333333334
Daniel Johnson,7,3,5.0,1.5,6.0,1.5,16.666666666666668,10.666666666666668
Stefan Cleveland,3,1,4.2,3.0,12.0,3.0,14.0,2.0
Marcus Epps,31,3,5.5,1.75,7.0,1.5,18.333333333333332,11.333333333333332
Reggie Cannon,125,2,6.9,5.0,20.0,4.5,23.0,3.0
Jackson Yueill,29,3,6.0,2.5,10.0,3.0,20.0,10.0
Latif Blessing,113,4,7.5,3.5,14.0,3.0,25.0,11.0
Hassan Ndam,3,2,4.5,3.0,12.0,3.0,15.0,3.0
Valentin Castellanos,7,3,7.0,7.0,28.0,7.0,23.333333333333332,-4.666666666666668
Aaron Herrera,25,2,4.5,3.75,15.0,6.0,15.0,0.0
Mason Toye,4,4,5.0,1.0,4.0,1.0,16.666666666666668,12.666666666666668
Niki Jackson,4,4,4.0,0.0,0.0,-0.5,13.333333333333334,13.333333333333334
Wan Kuzain Wan Kamal,18,3,5.5,2.0,8.0,1.0,18.333333333333332,10.333333333333332
Rodrigo Pacheco,1,4,4.0,1.0,4.0,1.0,13.333333333333334,9.333333333333334
Ryan Telfer,34,3,4.5,1.75,7.0,1.5,15.0,8.0
Julian Dunn,2,2,4.0,2.0,8.0,2.0,13.333333333333334,5.333333333333334
Luis Argudo,34,3,5.5,1.5,6.0,2.0,18.333333333333332,12.333333333333332
Tristan Blackmon,26,2,4.0,2.75,11.0,2.5,13.333333333333334,2.333333333333334
Elliot Collier,32,3,5.5,2.5,10.0,2.0,18.333333333333332,8.333333333333332
Kevin Partida,1,2,4.0,0.5,2.0,1.5,13.333333333333334,11.333333333333334
Alex Roldan,40,3,4.0,2.25,9.0,2.5,13.333333333333334,4.333333333333334
Shaft Brewer Jr.,4,3,4.5,2.0,8.0,2.0,15.0,7.0
Mathieu Choiniere,3,3,4.0,2.0,8.0,2.0,13.333333333333334,5.333333333333334
Gianluca Busio,10,3,5.0,5.5,22.0,5.5,16.666666666666668,-5.333333333333332
Frantz Pangop,8,3,6.0,1.75,7.0,1.5,20.0,13.0
Brandon Bye,25,3,4.4,2.75,11.0,3.0,14.666666666666666,3.666666666666666
Wyatt Omsberg,18,2,4.5,3.0,12.0,2.0,15.0,3.0
Ricky Lopez-Espin,1,4,4.5,1.0,4.0,1.0,15.0,11.0
Carter Manley,23,2,4.5,2.25,9.0,2.0,15.0,6.0
Mac Steeves,2,4,4.5,1.3333333333333333,5.333333333333333,1.0,15.0,9.666666666666668
Joao Moutinho,46,2,5.5,3.75,15.0,6.0,18.333333333333332,3.333333333333332
Ema Twumasi,1,3,4.5,1.0,4.0,1.0,15.0,11.0
Diego Campos,61,3,5.0,1.75,7.0,2.5,16.666666666666668,9.666666666666668
Edward Opoku,2,3,4.5,1.5,6.0,1.5,15.0,9.0
