player_id,season,sh_mean,sh_25%,sh_75%,crs_mean,crs_25%,crs_75%,kp_mean,kp_25%,kp_75%,bc_mean,bc_25%,bc_75%,wf_mean,wf_25%,wf_75%,oga_mean,oga_25%,oga_75%,pe_mean,pe_25%,pe_75%,gls_mean,gls_25%,gls_75%,games,ass_mean,ass_25%,ass_75%,cl_mean,cl_25%,cl_75%,blk_mean,blk_25%,blk_75%,intc_mean,intc_25%,intc_75%,tck_mean,tck_25%,tck_75%,br_mean,br_25%,br_75%,sv_mean,sv_25%,sv_75%,cs_mean,cs_25%,cs_75%,gc_mean,gc_25%,gc_75%,pss_mean,pss_25%,pss_75%,aps_mean,aps_25%,aps_75%,pcp_mean,pcp_25%,pcp_75%,yc_mean,yc_25%,yc_75%,mins_mean,mins_25%,mins_75%,cl+blk+intc+br_mean,cl+blk+intc+br_25%,cl+blk+intc+br_75%,player_name,position_id
98.0,2017,0.5625,0.0,1.0,0.125,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.375,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,16,0.0,0.0,0.0,0.25,0.0,0.0,0.0625,0.0,0.0,0.125,0.0,0.0,0.8125,0.0,1.25,1.5625,0.75,2.25,0.0,0.0,0.0,0.0625,0.0,0.0,1.125,1.0,1.25,13.125,8.0,16.5,9.1875,5.75,11.5,0.7231254856254856,0.6051136363636364,0.8173076923076924,0.0625,0.0,0.0,46.0,18.75,73.0,2.0,1.0,3.0,Sebastien Le Toux,3.0
99.0,2017,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,6.0,6.0,3.0,3.0,3.0,0.5,0.5,0.5,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,Alhaji Kamara,4.0
101.0,2017,1.3125,1.0,2.0,0.1875,0.0,0.0,0.375,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,16,0.0,0.0,0.0,0.1875,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,1.0,7.25,3.75,7.5,5.1875,2.75,6.5,0.6254002039412256,0.5535714285714286,0.8259803921568628,0.0625,0.0,0.0,42.0,19.0,63.25,0.9375,0.0,1.25,Jose Guillermo Ortiz,4.0
107.0,2017,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,2.1666666666666665,0.5,3.75,0.16666666666666666,0.0,0.0,1.0,0.25,1.0,1.3333333333333333,0.25,1.0,2.1666666666666665,1.0,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,2.0,26.5,15.25,37.25,21.333333333333332,11.5,29.75,0.8057079494579495,0.788003663003663,0.8218749999999999,0.3333333333333333,0.0,0.75,62.333333333333336,35.25,89.5,5.5,2.5,8.0,Aaron Guillen,2.0
108.0,2017,0.3448275862068966,0.0,1.0,0.06896551724137931,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.7931034482758621,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,29,0.06896551724137931,0.0,0.0,2.3793103448275863,0.0,3.0,0.4827586206896552,0.0,1.0,1.793103448275862,0.0,3.0,1.3103448275862069,0.0,2.0,3.9655172413793105,2.0,6.0,0.0,0.0,0.0,0.20689655172413793,0.0,0.0,1.1379310344827587,0.0,2.0,35.96551724137931,25.0,49.0,29.379310344827587,13.0,41.0,0.7257294741067013,0.7045454545454546,0.8979591836734694,0.2413793103448276,0.0,0.0,69.89655172413794,67.0,90.0,8.620689655172415,4.0,11.0,Atiba Harris,2.0
113.0,2017,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,Coy Craft,3.0
119.0,2017,0.4666666666666667,0.0,1.0,1.6666666666666667,0.0,3.0,1.8666666666666667,0.5,3.0,0.06666666666666667,0.0,0.0,0.4666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,15,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.4666666666666667,0.0,1.0,0.9333333333333333,0.0,1.0,3.2666666666666666,1.5,5.5,0.0,0.0,0.0,0.26666666666666666,0.0,0.5,0.3333333333333333,0.0,1.0,44.0,21.5,57.5,38.53333333333333,16.5,51.0,0.8598432650428112,0.8307142857142857,0.9029914529914529,0.06666666666666667,0.0,0.0,50.266666666666666,23.0,81.0,3.8666666666666667,2.0,6.0,Javier Morales,3.0
129.0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.038461538461538464,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.9615384615384616,0.0,1.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,10.76923076923077,8.0,12.0,3.0384615384615383,2.0,4.0,0.23076923076923078,0.0,0.0,1.1923076923076923,1.0,1.75,27.53846153846154,24.0,30.0,10.307692307692308,7.25,13.0,0.39607546991839904,0.2681818181818182,0.483273596176822,0.07692307692307693,0.0,0.0,90.0,90.0,90.0,11.807692307692308,9.25,13.0,Tyler Deric,1.0
137.0,2017,1.3125,0.0,2.0,0.71875,0.0,1.0,1.6875,0.75,3.0,0.15625,0.0,0.0,1.71875,1.0,3.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0625,0.0,0.0,32,0.34375,0.0,0.0,0.25,0.0,0.0,0.0625,0.0,0.0,0.5,0.0,1.0,1.09375,0.0,2.0,5.6875,4.0,8.0,0.0,0.0,0.0,0.34375,0.0,1.0,0.96875,0.0,2.0,30.28125,20.0,37.25,23.75,14.75,29.25,0.7696478546037921,0.7185714285714286,0.8306737588652483,0.125,0.0,0.0,71.78125,63.5,90.0,6.5,4.75,8.0,Alexandre Monteiro De Lima,3.0
142.0,2017,0.6666666666666666,0.5,1.0,0.3333333333333333,0.0,0.5,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,3.0,2.0,4.5,2.0,0.5,3.0,0.4166666666666667,0.125,0.625,0.0,0.0,0.0,8.666666666666666,6.5,12.5,0.3333333333333333,0.0,0.5,Jose Escalante,3.0
