cost,event_id,home,opponent,player_id,player_name,position_id,round,season,team,dgw,alt_player_id,unique_round,dataset
4.6,1040190,1,COL,234346.0,Tom Barlow,4.0,26,2019,NY,0,234346,94.0,live
4.7,1040190,1,COL,242216.0,Vincent Bezecourt,3.0,26,2019,NY,0,242216,94.0,live
4.4,1040190,1,COL,234226.0,Rece Buckmaster,2.0,26,2019,NY,0,234226,94.0,live
6.9,1040190,1,COL,446090.0,Cristian Casseres Jr.,3.0,26,2019,NY,0,446090,94.0,live
7.2,1040190,1,COL,131372.0,Sean Davis,3.0,26,2019,NY,0,131372,94.0,live
4.6,1040190,1,COL,244899.0,Kyle Duncan,2.0,26,2019,NY,0,244899,94.0,live
5.0,1040190,1,COL,245020.0,Marcus Epps,3.0,26,2019,NY,0,245020,94.0,live
4.4,1040190,1,COL,204254.0,Omir Fernandez,3.0,26,2019,NY,0,204254,94.0,live
5.1,1040190,1,COL,178809.0,Andreas Ivan,3.0,26,2019,NY,0,178809,94.0,live
6.0,1040190,1,COL,447810.0,Mathias Jorgensen,4.0,26,2019,NY,0,447810,94.0,live
5.0,1040190,1,COL,226376.0,Jean-Christophe Koffi,3.0,26,2019,NY,0,226376,94.0,live
4.4,1040190,1,COL,109699.0,Connor Lade,2.0,26,2019,NY,0,109699,94.0,live
