index,cost,event id,home,player name,round,season,DGW,opp last 5 gf,opp last 5 ga,opp last 3 h adj gf,opp last 3 h adj ga,team id,last 3 adjusted points avg,last 5 adjusted points avg,last 5 adjusted points max,last 5 adjusted points min,last 5 adjusted points std dev,last 3 h adj adjusted points avg,last 5 att bps avg,last 5 def bps avg,last 5 pas bps avg,opp last 8 adjusted points conceded by cluster,opp last 5 adjusted points conceded by position,opp last 8 adjusted points conceded by position,position id_1.0,position id_2.0,position id_3.0,position id_4.0,opponent_ATL,opponent_CHI,opponent_CLB,opponent_COL,opponent_DAL,opponent_DC,opponent_HOU,opponent_LA,opponent_LAFC,opponent_MIN,opponent_MTL,opponent_NE,opponent_NY,opponent_NYC,opponent_ORL,opponent_PHI,opponent_POR,opponent_RSL,opponent_SEA,opponent_SJ,opponent_SKC,opponent_TOR,opponent_VAN,cluster_0.0,cluster_3.0,cluster_4.0,cluster_5.0,cluster_6.0,cluster_7.0,cluster_8.0,cluster_9.0,cluster_10.0,cluster_11.0,cluster_12.0,cluster_13.0,cluster_14.0,cluster_15.0,cluster_16.0,cluster_17.0,cluster_18.0,cluster_19.0,cluster_20.0,cluster_21.0,cluster_22.0,cluster_23.0,cluster_24.0,cluster_25.0,loo avg points season,loo avg points
16606,8.0,968593.0,1.0,Gustav Svensson,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,4.333333333333333,4.8,7.0,3.0,1.4832396974191315,5.666666666666667,0.2,2.0,0.4,7.875,7.6,9.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.6
16607,6.5,968593.0,1.0,Kelvin Leerdam,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,2.3333333333333335,3.4,6.0,0.0,2.408318915758461,4.666666666666667,0.2,0.4,0.0,4.375,5.2,6.375,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9375,3.888888888888889
16608,8.5,968593.0,1.0,Stefan Frei,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,2.6666666666666665,4.0,9.0,1.0,3.0000000000000013,5.666666666666667,0.0,1.4,0.0,5.5,7.4,5.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.114754098360656,5.071428571428571
16609,9.6,968593.0,1.0,Osvaldo Alonso,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,4.333333333333333,5.8,8.0,4.0,2.049390153191918,5.666666666666667,0.2,2.0,1.0,4.5,7.6,9.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.794871794871795,5.0588235294117645
16610,4.5,968593.0,1.0,Lamar Neagle,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,2.0,3.6,9.0,1.0,3.130495168499706,1.6666666666666667,0.2,0.4,0.0,3.25,7.6,9.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,4.754701806483544
16611,13.8,968593.0,1.0,Nicolas Lodeiro,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,5.0,5.4,8.0,3.0,2.4083189157584597,9.666666666666666,1.2,0.6,0.4,11.0,7.6,9.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.857142857142857,8.347826086956522
16612,4.0,968593.0,1.0,Magnus Eikrem,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,3.6666666666666665,3.2,7.0,1.0,2.280350850198276,2.0,0.4,0.0,0.0,7.5,7.6,9.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.2857142857142856,3.2857142857142856
16613,5.2,968593.0,1.0,Victor Rodriguez,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,4.333333333333333,4.6,6.0,4.0,0.894427190999913,5.333333333333333,0.6,0.4,0.0,7.5,7.6,9.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.285714285714286,4.333333333333333
16614,4.7,968593.0,1.0,Will Bruin,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,2.0,2.0,2.0,2.0,0.0,2.0,0.2,0.0,0.0,3.875,7.8,6.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.7105263157894735,4.388888888888889
16615,9.7,968593.0,1.0,Raul Ruidiaz,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,8.0,6.8,13.0,2.0,4.438468204234429,6.0,0.8,0.0,0.0,4.5,7.8,6.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.777777777777778,5.777777777777778
16618,8.5,968593.0,1.0,Kim Kee-Hee,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,2.6666666666666665,4.6,12.0,2.0,4.219004621945799,5.333333333333333,0.2,1.6,0.2,4.875,5.2,6.375,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.363636363636363,5.363636363636363
16619,4.1,968593.0,1.0,Waylon Francis,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,3.6666666666666665,3.6,6.0,1.0,1.9493588689617931,2.6666666666666665,0.0,0.6,0.4,7.0,5.2,6.375,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5625,3.7142857142857144
16621,4.5,968593.0,1.0,Jordy Delem,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,2.6666666666666665,2.4,4.0,2.0,0.8944271909999155,3.0,0.2,0.2,0.2,4.75,7.6,9.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5294117647058822,2.375
16622,8.0,968593.0,1.0,Jordan Morris,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,2.0,3.0,6.0,2.0,1.7320508075688787,2.3333333333333335,0.2,0.2,0.0,4.5,7.8,6.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3181818181818183,4.754701806483544
16623,9.1,968593.0,1.0,Cristian Roldan,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,5.0,5.4,9.0,3.0,2.302172886644266,5.0,0.4,1.4,0.8,3.125,7.6,9.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.564516129032258,5.068965517241379
16624,7.5,968593.0,1.0,Harry Shipp,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,3.0,4.6,12.0,2.0,4.219004621945797,6.0,0.6,0.0,0.0,3.125,7.6,9.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.962962962962963,4.0
16628,4.9,968593.0,1.0,Jordan McCrary,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,6.0,4.2,8.0,1.0,3.492849839314596,1.0,0.0,0.4,0.0,4.375,5.2,6.375,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0
16629,4.5,968593.0,1.0,Tony Alfaro,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,3.0,3.6,6.0,1.0,1.8165902124584954,5.333333333333333,0.0,1.8,0.6,5.0,5.2,6.375,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665,3.0
16630,5.0,968593.0,1.0,Handwalla Bwana,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,4.0,3.4,8.0,2.0,2.6076809620810595,2.5,0.2,0.2,0.0,6.875,7.6,9.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.4
16631,6.2,968593.0,1.0,Nouhou Tolo,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,4.333333333333333,4.8,9.0,2.0,3.4205262752974144,6.666666666666667,0.0,0.8,0.4,6.125,5.2,6.375,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.684210526315789
16633,4.0,968593.0,1.0,Alex Roldan,31.0,2018.0,0,0.2,3.0,0.3333333333333333,2.0,3500,3.0,3.4,5.0,2.0,1.140175425099138,3.3333333333333335,0.0,1.2,0.0,4.75,7.6,9.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.857142857142857,3.857142857142857
16634,5.6,968596.0,0.0,Chris McCann,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,3.3333333333333335,2.8,4.0,1.0,1.0954451150103317,3.3333333333333335,0.2,0.2,0.4,3.375,3.4,4.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,3.888888888888889
16635,8.5,968596.0,0.0,Jeff Larentowicz,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,3.3333333333333335,4.8,9.0,0.0,3.271085446759226,5.0,0.2,0.8,0.8,2.75,3.4,4.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.016666666666667,4.166666666666667
16636,6.6,968596.0,0.0,Michael Parkhurst,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,4.0,3.4,7.0,2.0,2.073644135332769,4.0,0.0,0.4,0.4,5.0,2.2,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.016129032258065,5.172413793103448
16638,5.9,968596.0,0.0,Brad Guzan,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,7.333333333333333,5.4,9.0,2.0,3.361547262794323,5.0,0.0,1.8,0.0,4.25,4.6,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.380952380952381,4.821428571428571
16639,4.5,968596.0,0.0,Sal Zizzo,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,4.333333333333333,3.4,8.0,1.0,2.701851217221259,2.0,0.0,1.4,0.0,3.25,2.2,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667,3.0
16640,4.0,968596.0,0.0,Kevin Kratz,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,3.3333333333333335,3.4,5.0,2.0,1.1401754250991378,2.0,0.2,0.6,0.4,3.25,3.4,4.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,4.0
16641,6.4,968596.0,0.0,Darlington Nagbe,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,3.0,3.6,5.0,1.0,1.6733200530681513,4.0,0.0,0.6,0.6,3.375,3.4,4.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.543478260869565,4.157894736842105
16642,8.2,968596.0,0.0,Leandro Gonzalez Pirez,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,8.0,8.0,11.0,4.0,3.316624790355404,6.666666666666667,0.2,1.6,1.0,5.75,2.2,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.051724137931035,5.538461538461538
16643,6.0,968596.0,0.0,Greg Garza,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,4.0,3.6,9.0,1.0,3.4351128074635318,7.333333333333333,0.6,0.4,0.0,4.5,2.2,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.147058823529412,4.7
16644,13.6,968596.0,0.0,Josef Martinez,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,7.333333333333333,6.2,14.0,2.0,4.919349550499536,7.333333333333333,0.8,0.0,0.0,4.375,3.0,3.375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.191489361702128,8.266666666666667
16648,10.9,968596.0,0.0,Hector Villalba,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,8.0,6.0,10.0,2.0,3.1622776601683786,5.333333333333333,1.0,0.2,0.0,3.0,3.0,3.375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.811320754716981,6.105263157894737
16649,4.5,968596.0,0.0,Mikey Ambrose,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,7.0,6.4,12.0,2.0,3.7815340802378077,5.333333333333333,0.4,0.4,0.4,3.625,2.2,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.555555555555555
16650,4.5,968596.0,0.0,Alec Kann,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,8.333333333333334,5.8,12.0,1.0,4.54972526643093,5.666666666666667,0.4,1.2,0.0,4.25,4.6,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.631578947368421,4.0
16652,12.0,968596.0,0.0,Miguel Almiron,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,13.666666666666666,10.4,17.0,5.0,5.683308895353125,12.666666666666666,1.8,0.8,0.6,6.0,3.4,4.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.125,8.9
16653,4.0,968596.0,0.0,Romario Williams,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,0.5,0.5,1.0,0.0,0.7071067811865476,0.5,0.0,0.0,0.0,3.625,3.0,3.375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5
16654,6.6,968596.0,0.0,Franco Escobar,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,4.666666666666667,3.8,8.0,0.0,3.1937438845342636,3.3333333333333335,0.0,0.8,0.6,3.625,2.2,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667,4.166666666666667
16655,6.4,968596.0,0.0,Eric Remedi,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,4.333333333333333,3.8,7.0,2.0,1.9235384061671343,4.0,0.0,0.2,0.8,3.25,3.4,4.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.625,3.625
16661,8.0,968596.0,0.0,Ezequiel Barco,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,6.0,6.2,9.0,4.0,1.9235384061671348,6.0,2.4,0.2,0.6,6.0,3.4,4.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.777777777777778,5.777777777777778
16664,10.9,968596.0,0.0,Julian Gressel,31.0,2018.0,0,1.4,1.2,1.3333333333333333,0.0,11091,11.0,9.6,13.0,6.0,2.880972058177588,8.666666666666666,1.2,1.8,0.2,3.375,3.4,4.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.666666666666667,6.413793103448276
16668,7.0,968586.0,0.0,Benny Feilhaber,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,2.6666666666666665,4.0,8.0,1.0,2.738612787525827,4.333333333333333,1.2,0.4,0.4,5.625,3.4,3.125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0576923076923075,5.925925925925926
16669,9.5,968586.0,0.0,Lee Nguyen,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,6.333333333333333,6.4,9.0,4.0,2.5099800796022236,5.333333333333333,0.6,0.4,0.8,5.625,3.4,3.125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,5.5
16670,11.6,968586.0,0.0,Carlos Vela,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,12.333333333333334,10.2,19.0,4.0,6.1400325732035,12.0,3.0,0.4,0.0,9.5,3.4,3.625,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.714285714285714,8.714285714285714
16671,7.0,968586.0,0.0,Jordan Harvey,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,4.666666666666667,5.4,9.0,2.0,3.0495901363953806,2.6666666666666665,0.0,1.2,0.4,5.25,2.2,2.125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8297872340425534,4.894736842105263
16672,7.3,968586.0,0.0,Laurent Ciman,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,6.0,5.0,9.0,1.0,3.391164991562636,2.6666666666666665,0.0,1.6,0.2,3.25,2.2,2.125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3076923076923075,6.5
16673,5.5,968586.0,0.0,Dejan Jakovic,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,5.666666666666667,4.4,8.0,1.0,3.361547262794322,4.0,0.0,1.0,0.6,5.25,2.2,2.125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8461538461538463,3.8461538461538463
16675,5.1,968586.0,0.0,Marco Urena,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,3.6666666666666665,3.2,7.0,2.0,2.167948338867883,4.333333333333333,0.2,0.0,0.0,6.625,3.4,3.625,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9393939393939394,5.181818181818182
16676,8.2,968586.0,0.0,Steven Beitashour,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,5.0,5.4,9.0,3.0,2.880972058177586,3.3333333333333335,0.0,1.2,0.4,3.25,2.2,2.125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.511627906976744,5.6923076923076925
16677,4.5,968586.0,0.0,Calum Mallace,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,1.6666666666666667,1.75,2.0,1.0,0.5,2.0,0.0,0.0,0.0,2.5714285714285716,3.4,3.125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.75,4.754701806483544
16678,9.0,968586.0,0.0,Adama Diomande,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,3.6666666666666665,2.8,7.0,1.0,2.3874672772626635,4.0,0.6,0.0,0.0,4.25,3.4,3.625,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4,7.4
16681,7.0,968586.0,0.0,Walker Zimmerman,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,8.666666666666666,6.4,20.0,2.0,7.6681158050723255,2.6666666666666665,0.0,1.2,0.2,4.5,2.2,2.125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.128205128205129,5.857142857142857
16682,7.7,968586.0,0.0,Christian Ramirez,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,5.333333333333333,5.2,12.0,2.0,4.604345773288537,7.0,0.2,0.0,0.0,4.25,3.4,3.625,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.745454545454545,4.793103448275862
16683,4.8,968586.0,0.0,Aaron Kovar,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,2.6666666666666665,2.6,6.0,1.0,2.3021728866442674,2.6666666666666665,0.2,0.2,0.0,2.5714285714285716,3.4,3.125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.6666666666666665,3.0
16687,8.5,968586.0,0.0,Tyler Miller,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,6.0,6.2,9.0,4.0,2.2803508501982757,3.6666666666666665,0.0,2.4,0.0,4.125,3.6,4.125,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.896551724137931,4.964285714285714
16690,10.1,968586.0,0.0,Diego Rossi,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,6.333333333333333,6.4,11.0,2.0,3.646916505762094,8.333333333333334,1.0,0.0,0.2,3.1666666666666665,3.4,3.625,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.2,6.2
16691,8.5,968586.0,0.0,Mark-Anthony Kaye,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,6.0,7.2,10.0,3.0,3.114482300479487,5.0,1.0,0.6,0.6,5.375,3.4,3.125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.578947368421052,5.578947368421052
