2018_player_id,2018_player_name,2018_position_id,2018_team_id,2017_player_id,2017_player_name,2017_position_id,new_player_id
184610,Anthony Jackson-Hamel,4,1616,171,Anthony Jackson-Hamel,4,184610
153016,Matteo Mancosu,4,1616,172,Matteo Mancosu,4,153016
41633,Dominic Oduro,4,1616,173,Dominic Oduro,4,41633
165096,Michael Salazar,3,1616,174,Michael Salazar,4,165096
102626,Clement Diop,1,1616,175,Clement Diop,1,102626
110620,Brian Rowe,1,1708,177,Brian Rowe,1,110620
176416,Hugo Arellano,2,1230,178,Hugo Arellano,2,176416
3785,Ashley Cole,2,1230,179,Ashley Cole,2,3785
213213,Dave Romney,2,1230,181,Dave Romney,2,213213
111473,Daniel Steres,2,1230,182,Daniel Steres,2,111473
60132,Baggio Husidic,3,1230,185,Baggio Husidic,3,60132
159716,Joao Pedro Almeida Machado,3,1230,186,Joao Pedro Almeida Machado,3,159716
88534,Sebastian Lletget,3,1230,188,Sebastian Lletget,3,88534
112264,Jose Villarreal,3,6900,189,Jose Villarreal,3,112264
168365,Emmanuel Boateng,3,1230,190,Emmanuel Boateng,4,168365
40275,Giovani dos Santos,4,1230,191,Giovani dos Santos,4,40275
177978,Bradford Jamieson IV,4,1230,192,Bradford Jamieson IV,4,177978
210476,Ariel Lassiter,4,1230,193,Ariel Lassiter,4,210476
95287,Jack McBean,4,436,194,Jack McBean,4,95287
149359,Gyasi Zardes,4,454,196,Gyasi Zardes,4,149359
86140,Romain Alessandrini,3,1230,197,Romain Alessandrini,3,86140
101135,Cody Cropper,1,928,198,Cody Cropper,1,101135
41556,Brad Knighton,1,928,199,Brad Knighton,1,41556
77521,Bobby Shuttleworth,1,6977,200,Bobby Shuttleworth,1,77521
224068,Matt Turner,1,928,201,Matt Turner,1,224068
151940,Andrew Farrell,2,928,202,Andrew Farrell,2,151940
51133,Chris Tierney,2,928,204,Chris Tierney,2,51133
67704,Antonio Delamea,2,928,208,Antonio Mlinar Delamea,2,67704
82524,Teal Bunbury,3,928,209,Teal Bunbury,3,82524
151955,Scott Caldwell,3,928,210,Scott Caldwell,3,151955
95284,Diego Fagundez,3,928,211,Diego Fagundez,3,95284
209256,Zachary Herivaux,3,928,212,Zachary Herivaux,3,209256
28580,Lee Nguyen,3,928,215,Lee Nguyen,3,28580
110619,Kelyn Rowe,3,928,216,Kelyn Rowe,3,110619
83905,Juan Agudelo,4,928,217,Juan Agudelo,4,83905
41493,Kei Kamara,4,1708,218,Kei Kamara,4,41493
180233,Brian Wright,4,928,219,Brian Wright,4,180233
78013,Sean Johnson,1,9668,221,Sean Johnson,1,78013
224029,Andre Rawls,1,9668,222,Andre Rawls,1,224029
110557,RJ Allen,2,6900,223,RJ Allen,2,110557
121000,Frederic Brillant,2,1326,224,Frederic Brillant,2,121000
57876,Maxime Chanot,2,9668,225,Maxime Chanot,2,57876
180593,Ronald Matarrita,2,9668,227,Ronald Matarrita,2,180593
159710,Alexander Callens,2,9668,229,Alexander Callens,2,159710
177930,Thomas McNamara,3,9668,234,Thomas McNamara,3,177930
213295,Jonathan Lewis,4,9668,236,Jonathan Lewis,4,213295
200192,Khiry Shelton,4,421,238,Khiry Shelton,4,200192
17279,David Villa,4,9668,239,David Villa,4,17279
88909,Alexander Ring,3,9668,240,Alexander Ring,3,88909
110609,Ryan Meara,1,399,241,Ryan Meara,1,110609
41210,Luis Robles,1,399,242,Luis Robles,1,41210
234377,Evan Louro,1,399,244,Evan Louro,1,234377
200785,Tyler Adams,3,399,245,Tyler Adams,3,200785
45959,Aurelien Collin,2,399,248,Aurelien Collin,2,45959
109699,Connor Lade,2,399,249,Connor Lade,2,109699
170827,Kemar Lawrence,2,399,250,Kemar Lawrence,2,170827
45122,Sal Zizzo,2,11091,251,Sal Zizzo,2,45122
131372,Sean Davis,3,399,253,Sean Davis,3,131372
220752,Derrick Etienne Jr.,3,399,254,Derrick Etienne,3,220752
56812,Felipe Martins,3,1708,255,Felipe Martins,3,56812
59848,Mike Grella,3,454,256,Mike Grella,3,59848
41703,Sacha Kljestan,3,6900,257,Sacha Kljestan,3,41703
220753,Alex Muyl,3,399,260,Alex Muyl,3,220753
84752,Daniel Royer,3,399,261,Daniel Royer,3,84752
18770,Bradley Wright-Phillips,4,399,265,Bradley Wright-Phillips,4,18770
247041,Hassan Ndam,2,399,266,Hassan Ndam,2,247041
95611,Joe Bendik,1,6900,267,Joe Bendik,1,95611
130049,Earl Edwards Jr.,1,6900,268,Earl Edwards Jr.,1,130049
219510,Mason Stajduhar,1,6900,269,Mason Stajduhar,1,219510
201031,Jose Aja,2,1708,271,Jose Aja,2,201031
170843,Victor Giro,2,6900,277,Victor Giro,2,170843
181180,Rafael Ramos,2,1207,278,Rafael Ramos,2,181180
181013,Tommy Redding,2,399,279,Tommy Redding,2,181013
96201,Donny Toia,2,6900,280,Donny Toia,2,96201
18005,Jonathan Spector,2,6900,281,Jonathan Spector,2,18005
95259,Servando Carrasco,3,1230,282,Servando Carrasco,3,95259
176403,Pierre Da Silva,4,6900,283,Pierre Da Silva,3,176403
149674,Cristian Higuita,3,6900,284,Cristian Higuita,3,149674
39276,Will Johnson,3,6900,285,Will Johnson,3,39276
221403,Richmond Laryea,3,6900,287,Richmond Laryea,3,221403
175337,Carlos Rivas,3,399,290,Carlos Rivas,3,175337
212020,Tony Rocha,3,6900,291,Tony Rocha,3,212020
50067,Brek Shea,2,1708,292,Brek Shea,3,50067
185126,Cyle Larin,4,6900,294,Cyle Larin,4,185126
163906,Andre Blake,1,5513,296,Andre Blake,1,163906
163565,John McCarthy,1,5513,297,John McCarthy,1,163565
132000,Fabio Alves,2,5513,298,Fabio Alves,2,132000
110974,Raymon Gaddis,2,5513,299,Raymon Gaddis,2,110974
178000,Richie Marquez,2,5513,300,Richie Marquez,2,178000
127541,Keegan Rosenberry,2,5513,301,Keegan Rosenberry,2,127541
201410,Auston Trusty,2,5513,303,Auston Trusty,2,201410
202192,Joshua Yaro,2,5513,305,Joshua Yaro,2,202192
203480,Eric Ayuk,3,5513,307,Eric Ayuk,3,203480
61770,Alejandro Bedoya,3,5513,308,Alejandro Bedoya,3,61770
110575,Warren Creavalle,3,5513,310,Warren Creavalle,3,110575
230802,Derrick Jones,3,5513,311,Derrick Jones,3,230802
45120,Ilson Pereira,3,5513,313,Ilson Pereira Dias Junior,3,45120
60152,Chris Pontius,3,1230,314,Chris Pontius,3,60152
221475,Fabian Herbers,3,5513,316,Fabian Herbers,4,221475
95321,C.J. Sapong,4,5513,317,CJ Sapong,4,95321
39976,Jay Simpson,4,5513,318,Jay Simpson,4,39976
94305,Jeff Attinella,1,1581,320,Jeff Attinella,1,94305
95297,Jake Gleeson,1,1581,321,Jake Gleeson,1,95297
164479,Kendall McIntosh,1,1581,322,Kendall McIntosh,1,164479
113367,Gbenga Arokoyo,2,11091,323,Gbenga Arokoyo,2,113367
241724,Rennico Clarke,2,1581,324,Rennico Clarke,2,241724
242130,Marco Farfan,2,1581,325,Marco Farfan,2,242130
34361,Roy Miller,2,1581,326,Roy Miller,2,34361
50102,Chance Myers,2,1581,327,Chance Myers,2,50102
153264,Alvas Powell,2,1581,329,Alvas Powell,2,153264
14278,Liam Ridgewell,2,1581,330,Liam Ridgewell,2,14278
95236,Zarek Valentin,2,1581,331,Zarek Valentin,2,95236
54862,Vytautas Andriuskevicius,2,1581,332,Vytautas Andriuskevicius,2,54862
205623,Victor Arboleda,3,1581,333,Victor Arboleda,3,205623
149675,Dairon Asprilla,3,1581,334,Dairon Asprilla,3,149675
112134,Jack Barmby,3,1581,335,Jack Barmby,3,112134
96622,Diego Chara,3,1581,336,Diego Chara,3,96622
95261,Darlington Nagbe,3,11091,337,Darlington Nagbe,3,95261
55817,Diego Valeri,3,1581,338,Diego Valeri,3,55817
77756,David Guzman,3,1581,340,David Guzman,3,77756
95186,Fanendo Adi,4,1581,341,Fanendo Adi,4,95186
235290,Jeremy Ebobisse,4,1581,342,Jeremy Ebobisse,4,235290
110608,Darren Mattocks,4,1326,343,Darren Mattocks,4,110608
15310,Nick Rimando,1,1899,347,Nick Rimando,1,15310
50136,Tony Beltran,2,1899,349,Tony Beltran,2,50136
183390,Justen Glad,2,1899,350,Justen Glad,2,183390
78019,Aaron Maund,2,1708,351,Aaron Maund,2,78019
47627,Demar Phillips,2,1899,352,Demar Phillips,2,47627
83378,Chris Schuler,2,6900,353,Chris Schuler,2,83378
50143,David Horst,2,1899,355,David Horst,2,50143
220877,Danilo Acosta,2,1899,356,Danilo Acosta,3,220877
177980,Jordan Allen,3,1899,357,Jordan Allen,3,177980
15517,Kyle Beckerman,3,1899,358,Kyle Beckerman,3,15517
173423,Jose Hernandez,2,11091,359,Jose Hernandez,3,173423
243978,Jose Hernandez,3,1899,359,Jose Hernandez,3,243978
153453,Luke Mulholland,3,1899,361,Luke Mulholland,3,153453
84481,Albert Rusnak,3,1899,362,Albert Rusnak,3,84481
43684,Sunday Stephen,3,1899,363,Sunday Stephen,3,43684
110624,Luis Silva,4,1899,364,Luis Silva,3,110624
41535,Yura Movsisyan,4,1899,365,Yura Movsisyan,4,41535
95278,Joao Plata,3,1899,366,Joao Plata,4,95278
194187,Sebastian Saucedo,3,1899,367,Sebastian Saucedo,4,194187
94932,David Bingham,1,1230,370,David Bingham,1,94932
221400,Andrew Tarbell,1,1131,371,Andrew Tarbell,1,221400
221755,Kip Colvey,2,436,373,Kip Colvey,2,221755
174109,Nick Lima,2,1131,376,Nick Lima,2,174109
99103,Harold Cummings,2,1131,379,Harold Cummings,2,99103
163482,Fatai Alashe,3,1131,380,Fatai Alashe,3,163482
117549,Darwin Ceren,3,1897,382,Darwin Ceren,3,117549
48759,Simon Dawkins,3,1131,383,Simon Dawkins,3,48759
99117,Anibal Godoy,3,1131,384,Anibal Godoy,3,99117
50081,Shea Salinas,2,1131,386,Shea Salinas,3,50081
178211,Tommy Thompson,3,1131,388,Tommy Thompson,3,178211
245628,Jackson Yueill,3,1131,389,Jackson Yueill,3,245628
60225,Quincy Amarikwa,4,1131,390,Quincy Amarikwa,4,60225
41647,Chris Wondolowski,4,1131,391,Chris Wondolowski,4,41647
77755,Marcos Urena,4,11690,392,Marcos Urena,4,77755
60238,Stefan Frei,1,3500,393,Stefan Frei,1,60238
107672,Bryan Meredith,1,3500,394,Bryan Meredith,1,107672
202361,Tyler Miller,1,11690,395,Tyler Miller,1,202361
221252,Tony Alfaro,2,3500,396,Tony Alfaro,2,221252
41487,Brad Evans,2,421,397,Brad Evans,2,41487
202378,Oniel Fisher,2,1326,398,Oniel Fisher,2,202378
33808,Chad Marshall,2,3500,400,Chad Marshall,2,33808
34160,Roman Torres,2,3500,401,Roman Torres,2,34160
244410,Nouhou Tolo,2,3500,402,Nouhou Tolo,2,244410
60244,Osvaldo Alonso,3,3500,403,Osvaldo Alonso,3,60244
172482,Aaron Kovar,3,11690,405,Aaron Kovar,3,172482
77992,Nicolas Lodeiro,3,3500,406,Nicolas Lodeiro,3,77992
172762,Cristian Roldan,3,3500,407,Cristian Roldan,3,172762
177976,Harry Shipp,3,3500,408,Harry Shipp,3,177976
198532,Henry Wingo,3,3500,409,Henry Wingo,3,198532
198920,Seyi Adekoya,4,3500,410,Seyi Adekoya,4,198920
95272,Will Bruin,4,3500,411,Will Bruin,4,95272
20226,Clint Dempsey,4,3500,412,Clint Dempsey,4,20226
172483,Jordan Morris,4,3500,414,Jordan Morris,4,172483
51774,Gustav Svensson,3,3500,415,Gustav Svensson,3,51774
61090,Andrew Dykstra,1,436,416,Andrew Dykstra,1,61090
86938,Tim Melia,1,421,417,Tim Melia,1,86938
213875,Adrian Zendejas,1,421,418,Adrian Zendejas,1,213875
202402,Saad Abdul-Salaam,2,9668,419,Saad Abdul-Salaam,2,202402
60207,Matt Besler,2,421,420,Matt Besler,2,60207
95320,Kevin Ellis,2,1207,421,Kevin Ellis,2,95320
169013,Jimmy Medranda,3,421,423,Jimmy Medranda,2,169013
78023,Ike Opara,2,421,424,Ike Opara,2,78023
82526,Seth Sinovic,2,421,427,Seth Sinovic,2,82526
50105,Roger Espinoza,3,421,428,Roger Espinoza,3,50105
20525,Benny Feilhaber,3,11690,429,Benny Feilhaber,3,20525
109320,Gerso Fernandes,4,421,430,Gerso Fernandes,3,109320
106519,Lawrence Olum,3,1581,433,Lawrence Olum,3,106519
86155,Ilie Sanchez,3,421,434,Ilie Sanchez,3,86155
60210,Graham Zusi,2,421,435,Graham Zusi,3,60210
245764,Latif Blessing,4,11690,436,Latif Blessing,4,245764
60318,Dom Dwyer,4,6900,437,Dom Dwyer,4,60318
102208,Diego Rubio,4,421,440,Diego Rubio,4,102208
213866,Daniel Salloi,3,421,441,Daniel Salloi,4,213866
101172,Soony Saad,4,421,443,Soony Saad,4,101172
163484,Alex Bono,1,2077,444,Alex Bono,1,163484
118738,Clint Irwin,1,2077,445,Clint Irwin,1,118738
82845,Steven Beitashour,2,11690,447,Steven Beitashour,2,82845
132113,Nick Hagglund,2,2077,448,Nick Hagglund,2,132113
41627,Drew Moor,2,2077,449,Drew Moor,2,41627
95630,Ashtone Morgan,2,2077,450,Ashtone Morgan,2,95630
83065,Justin Morrow,2,2077,451,Justin Morrow,2,83065
151949,Eriq Zavaleta,2,2077,452,Eriq Zavaleta,2,151949
37368,Michael Bradley,3,2077,453,Michael  Bradley,3,37368
112998,Jay Chapman,3,2077,455,Jay Chapman,3,112998
114579,Marky Delgado,3,2077,457,Marky Delgado,3,114579
153647,Jonathan Osorio,3,2077,459,Jonathon Osorio,3,153647
41574,Jozy Altidore,4,2077,460,Jozy Altidore,4,41574
40283,Sebastian Giovinco,4,2077,462,Sebastian Giovinco,4,40283
113002,Jordan Hamilton,4,2077,463,Jordan Hamilton,4,113002
62839,Tosaint Ricketts,4,2077,464,Tosaint Ricketts,4,62839
68259,Chris Mavinga,2,2077,465,Chris Mavinga,2,68259
52629,David Ousted,1,1326,466,David Ousted,1,52629
172761,Spencer Richey,1,1708,467,Spencer Richey,1,172761
225059,Alphonso Davies,3,1708,469,Alphonso Davies,2,225059
39226,Marcel de Jong,2,1708,470,Marcel de Jong,2,39226
129440,Christian Dean,2,1207,471,Christian Dean,2,129440
41599,Jordan Harvey,2,11690,473,Jordan Harvey,2,41599
231573,Brett Levis,2,1708,474,Brett Levis,2,231573
202356,Tim Parker,2,399,475,Tim Parker,2,202356
193906,Kendall Waston,2,1708,478,Kendall Waston,2,193906
205404,Deybi Flores,3,1708,481,Deybi Flores,3,205404
151953,Erik Hurtado,4,1708,482,Erik Hurtado,3,151953
87984,Nicolas Mezquida,3,1708,486,Nicolas Mezquida,3,87984
152577,Cristian Techera,3,1708,487,Cristian Techera,3,152577
92437,Russell Teibert,3,1708,488,Russell Teibert,3,92437
156787,Yordy Reyna,3,1708,489,Yordy Reyna,3,156787
156919,Alec Kann,1,11091,493,Alec Kann,1,156919
135297,Mikey Ambrose,2,11091,495,Mikey Ambrose,2,135297
110209,Greg Garza,2,11091,497,Greg Garza,2,110209
41552,Michael Parkhurst,2,11091,499,Michael Parkhurst,2,41552
241500,Miles Robinson,2,11091,500,Miles Robinson,2,241500
95780,Leandro Gonzalez Pirez,2,11091,501,Leandro Gonzalez Pirez,2,95780
12780,Tyrone Mears,2,6977,502,Tyrone Mears,2,12780
179018,Miguel Almiron,3,11091,503,Miguel Almiron,3,179018
159561,Yamil Asad,3,1326,504,Yamil Asad,3,159561
220142,Andrew Carleton,3,11091,505,Andrew Carleton,3,220142
220147,Chris Goslin,3,11091,506,Chris Goslin,3,220147
244997,Julian Gressel,3,11091,507,Julian Gressel,3,244997
160529,Harrison Heath,3,6977,508,Harrison Heath,3,160529
66857,Kevin Kratz,3,11091,509,Kevin Kratz,3,66857
41551,Jeff Larentowicz,3,11091,510,Jeff Larentowicz,3,41551
20491,Chris McCann,3,11091,511,Chris McCann,3,20491
41605,Jacob Peterson,4,11091,512,Jacob Peterson,3,41605
218313,Brandon Vazquez,4,11091,515,Brandon Vazquez,4,218313
122828,Hector Villalba,4,11091,516,Hector Villalba,4,122828
186262,Romario Williams,4,11091,517,Romario Williams,4,186262
113757,Patrick McLain,1,1207,519,Patrick McLain,1,113757
99122,Francisco Calvo,2,6977,521,Francisco Calvo,2,99122
49876,Vadim Demidov,2,6977,523,Vadim Demidov,2,49876
186250,Brent Kallman,2,6977,525,Brent Kallman,2,186250
110596,Miguel Ibarra,3,6977,528,Miguel Ibarra,3,110596
19825,Ibson Barreto da Silva,3,6977,529,Ibson Barreto da Silva,3,19825
131841,Collin Martin,3,6977,530,Collin Martin,3,131841
63954,Rasmus Schuller,3,6977,534,Rasmus Schuller,3,63954
77952,Kevin Molino,3,6977,535,Kevin Molino,3,77952
83072,Collen Warner,3,6977,536,Collen Warner,3,83072
202195,Abu Danladi,4,6977,537,Abu Danladi,4,202195
220450,Femi Hollinger-Janzen,4,928,538,Femi Hollinger-Janzen,4,220450
163397,Christian Ramirez,4,6977,539,Christian Ramirez,4,163397
55820,Sebastian Blanco,3,1581,541,Sebastian Blanco,3,55820
111686,Josef Martinez,4,11091,542,Josef Martinez,4,111686
54980,Danny Hoesen,3,1131,543,Danny Hoesen,4,54980
51937,Florian Jungwirth,3,1131,544,Florian Jungwirth,2,51937
28188,Haris Medunjanin,3,5513,545,Haris Medunjanin,3,28188
196762,Fafa Picault,3,5513,546,Fabrice-Jean Picault,4,196762
41393,Jahmir Hyka,3,1131,547,Jahmir Hyka,3,41393
178386,Brooks Lennon,3,1899,549,Brooks Lennon,4,178386
245020,Marcus Epps,3,5513,550,Marcus Epps,3,245020
247432,Adam Najem,3,5513,554,Adam Najem,3,247432
225851,Andrew Wheeler-Omiunu,3,11091,555,Andrew Wheeler-Omiunu,3,225851
12875,DaMarcus Beasley,2,1897,556,DaMarcus Beasley,2,12875
245005,Jake Nerwinski,2,1708,557,Jakob Nerwinski,2,245005
227232,Artur de Lima Junior,3,454,558,Jose de Lima Junior,3,227232
55831,Maximiliano Moralez,3,9668,559,Maximiliano Moralez,3,55831
60153,Rodney Wallace,3,9668,562,Rodney Wallace,3,60153
246808,Logan Ketterer,1,454,563,Logan Ketterer,1,246808
234725,Connor Maloney,2,454,564,Connor Maloney,2,234725
60032,Jerome Thiesson,2,6977,566,Jerome Thiesson,2,60032
226541,Yangel Herrera,3,9668,567,Yangel Herrera,3,226541
244929,Kwame Awuah,3,9668,569,Kwame Awuah,2,244929
204401,Michael Murillo,2,399,570,Michael Amir Murillo,2,204401
49841,Victor Vazquez,3,2077,571,Victor Vazquez,3,49841
163529,Ben Sweat,2,9668,573,Ben Sweat,2,163529
163541,Aaron Long,2,399,574,Aaron Long,2,163541
244988,Brandt Bronico,3,1207,576,Brandt Bronico,3,244988
245012,Jack Elliott,2,5513,578,Jack Elliott,2,245012
245008,Colton Storm,2,421,579,Colton Storm,2,245008
178297,George Malki,2,1897,585,George Malki,3,178297
177928,Daniel Lovitz,2,1616,587,Daniel Lovitz,2,177928
111536,Kevin Garcia,2,1897,590,Kevin Garcia,2,111536
27678,Scott Sutter,2,6900,592,Scott Sutter,2,27678
165072,Jordy Delem,3,3500,595,Jordy Delem,3,165072
131376,Zach Mathers,3,3500,596,Zach Mathers,3,131376
228605,Raheem Edwards,3,1616,597,Raheem Edwards,4,228605
90644,Jon Kempin,1,454,599,Jon Kempin,1,90644
186535,Jake McGuire,1,5513,604,Jake McGuire,1,186535
138020,Mike da Fonte,2,436,606,Mike da Fonte,2,138020
173614,Matt Bersano,1,1131,607,Matt Bersano,1,173614
15208,Bastian Schweinsteiger,3,1207,608,Bastian Schweinsteiger,3,15208
234266,Sam Hamilton,3,436,612,Sam Hamilton,3,234266
196666,Jefferson Savarino,4,1899,617,Jefferson Savarino,4,196666
102921,Bernie Ibini,3,1708,618,Bernie Ibini-Isei,4,102921
170148,Ben Spencer,4,2077,619,Ben Spencer,4,170148
233807,Amer Didic,2,421,623,Amer Didic,2,233807
41705,Brad Guzan,1,11091,625,Brad Guzan,1,41705
153399,Tomas Martinez,3,1897,626,Tomas Martinez,3,153399
