2018_player_id,2018_player_name,2018_position_id,2018_team_id,2017_player_id,2017_player_name,2017_position_id,new_player_id
154528,Charlie Ward,3,1897,627,Charlie Ward,3,154528
95330,Michael Boxall,2,6977,629,Michael Boxall,2,95330
132134,Sam Nicholson,3,6977,630,Sam Nicholson,3,132134
215471,James Sands,3,9668,631,James Sands,2,215471
41004,Larrys Mabiala,2,1581,632,Larrys Mabiala Destin,2,41004
77994,Marcelo Silva,2,1899,633,Marcelo Andres Silva Fernandez,2,77994
88940,Valeri Qazaishvili,3,1131,634,Valeri Kazaishvili,3,88940
58634,Kelvin Leerdam,2,3500,635,Kelvin Leerdam,2,58634
90764,Cristian Lobato,3,421,636,Cristian Lobato,3,90764
88147,Nicolas Hasler,2,2077,637,Nicolas Hasler,2,88147
72775,Stefan Marinovic,1,1708,638,Stefan Marinovic,1,72775
204399,Fidel Escobar,2,399,639,Fidel Escobar,2,204399
76688,Jonathan dos Santos,3,1230,640,Jonathan dos Santos,3,76688
45269,Claude Dielna,2,928,642,Claude Dielna,2,45269
61993,Muhamed Keita,3,399,643,Muhamed Keita,3,61993
175077,Bill Tuiloma,3,1581,644,Bill Poni Tuiloma,3,175077
27058,Francois Affolter,2,1131,645,Francois Affolter,2,27058
38099,Stefan Aigner,3,436,646,Stefan Aigner,3,38099
92202,Pedro Santos,3,454,647,Pedro Miguel Martins Santos,3,92202
209819,Russell Canouse,3,1326,648,Russell Canouse,3,209819
225007,Bruno Miranda,4,1326,649,Bruno Miranda,4,225007
20962,Zoltan Stieber,3,1326,650,Zoltan Stieber,4,20962
16854,Philippe Senderos,2,1897,652,Philippe Senderos,2,16854
246809,Alex Kapp,1,6977,653,Alex Kapp,1,246809
182906,Samuel Piette,3,1616,654,Samuel Piette,3,182906
98898,Yoshi Yotun,3,6900,655,Victor Yoshimar Yotun,2,98898
91373,Victor Rodriguez,3,3500,656,Victor Rodriguez,3,91373
166921,Paul Arriola,3,1326,657,Paul Arriola,3,166921
242216,Vincent Bezecourt,3,399,658,Vincent Bezecourt,3,242216
119491,James Musa,3,421,659,James Musa,3,119491
42512,Krisztian Nemeth,3,928,660,Krisztian Nemeth,4,42512
150711,Aly Ghazal,3,1708,661,Aly Ghazal,3,150711
111806,Steve Clark,1,1326,662,Steve Clark,1,111806
95298,Richard Sanchez,1,1207,663,Richard Sanchez,1,95298
231772,Jose Leiton,3,6977,664,Jose Leiton,3,231772
37740,Michael Ciani,2,1230,666,Michael Ciani,2,37740
117330,Jorge Corrales,2,1207,668,Jorge Corrales,2,117330
133584,Kharlton Belmar,4,421,669,Kharlton Belmar,4,133584
13356,Rod Fanni,2,1616,,,,13356
18529,Reto Ziegler,2,1903,,,,18529
22820,Milton Valenzuela,2,454,,,,22820
33900,Cristian Casseres Jr.,3,399,,,,33900
38401,Carlos Vela,4,11690,,,,38401
40497,Yannick Boli,4,436,,,,40497
40798,Gregory van der Wiel,2,2077,,,,40798
42453,Johnny Russell,3,421,,,,42453
44871,Rolf Feltscher,2,1230,,,,44871
45099,Tommy Smith,2,436,,,,45099
49438,Jordon Mutch,3,1708,,,,49438
50051,Caleb Patterson-Sewell,1,2077,,,,50051
53477,Edgar Castillo,2,436,,,,53477
53526,Efrain Juarez,3,1708,,,,53526
59059,Alfredo Ortuno,4,1899,,,,59059
60490,Danny Wilson,2,436,,,,60490
60536,Dejan Jakovic,2,11690,,,,60536
60906,Lamine Sane,2,6900,,,,60906
61934,Jo Inge Berget,4,9668,,,,61934
63800,Jorgen Skjelvik,2,1230,,,,63800
66244,Samuel Armenteros,4,1581,,,,66244
66284,Anton Tinnerholm,2,9668,,,,66284
66553,Magnus Eriksson,3,1131,,,,66553
68431,Damir Kreilach,3,1899,,,,68431
69194,Borek Dockal,3,5513,,,,69194
73442,Joe Mason,4,436,,,,73442
78008,Magnus Eikrem,3,3500,,,,78008
82752,Saphir Taider,3,1616,,,,82752
83005,Aleksandar Katai,3,1207,,,,83005
83055,Aleksandar Katai,3,1207,,,,83055
83725,Felipe Gutierrez,3,421,,,,83725
84760,Marc Rzatkowksi,3,399,,,,84760
85682,Zakaria Diallo,2,1616,,,,85682
88460,Alex Horwath,1,1899,,,,88460
88812,Doneil Henry,2,1708,,,,88812
95277,Perry Kitchen,3,1230,,,,95277
95281,Brian Sylvestre,1,1230,,,,95281
95778,Jimmy Maurer,1,1903,,,,95778
97016,Shawn Barry,2,1899,,,,97016
98925,Andres Flores,3,1581,,,,98925
102456,Oriol Rosell,3,6900,,,,102456
103903,Adam Henley,2,1899,,,,103903
104369,Yohan Croizet,3,421,,,,104369
105713,Wilfried Zahibo,3,928,,,,105713
107978,Johan Blomberg,3,436,,,,107978
110607,Enzo Martinez,3,436,,,,110607
110954,Mohamed El-Munir,2,6900,,,,110954
114041,Jack Price,3,436,,,,114041
114101,Oliver Shannon,3,11091,,,,114101
114236,Gabriel Somi,2,928,,,,114236
116957,Mitch Hildebrandt,1,11091,,,,116957
120022,Omar Gaber,2,11690,,,,120022
120760,Alejandro Silva,3,1616,,,,120760
120764,Kim Kee-Hee,2,3500,,,,120764
123657,Anton Nedyalkov,2,1903,,,,123657
126206,Eric Bird,3,1897,,,,126206
129443,Stefano Bonomo,3,399,,,,129443
131371,Sebastien Ibeagha,2,9668,,,,131371
148707,Amando Moreno,4,399,,,,148707
149231,Junior Moreno,3,1326,,,,149231
152268,Kyle Zobeck,1,1903,,,,152268
152278,Stefano Pinho,4,6900,,,,152278
153082,Cristian Penilla,4,928,,,,153082
153390,Ismael Tajouri,4,9668,,,,153390
159537,Ager Aketxe,3,2077,,,,159537
163044,Dane Kelly,4,1326,,,,163044
163523,Jimmy Ockford,2,1131,,,,163523
164489,Ebenezer Ofori,3,9668,,,,164489
167227,Jesus Medina,3,9668,,,,167227
167890,Michael Petrasso,2,1616,,,,167890
168567,Cedric Hountondji,2,9668,,,,168567
170782,Alejandro Romero Gamarra,3,399,,,,170782
172758,Taylor Peay,2,1899,,,,172758
172981,Auro Alvaro da Cruz Junior,2,2077,,,,172981
179062,Eduardo Sosa,3,454,,,,179062
179298,Andy Polo,3,1581,,,,179298
181958,Julio Cascante,2,1581,,,,181958
184468,Luis Lopez,1,11690,,,,184468
186074,Emrah Klimenta,2,1230,,,,186074
186679,Joel Qwiberg,2,1131,,,,186679
193891,Franco Escobar,2,11091,,,,193891
196287,Alejandro Fuenmayor,2,1897,,,,196287
197421,Tomas Hilliard-Arce,2,1230,,,,197421
197422,Corey Baird,4,1899,,,,197422
198533,Justin Fiddes,2,1708,,,,198533
198572,Foster Langsdorf,4,1581,,,,198572
198884,Memo Rodriguez,3,1897,,,,198884
200190,Graham Smith,2,421,,,,200190
200735,Mo Adams,3,1207,,,,200735
200786,Eric Calvillo,3,1131,,,,200786
200844,Emiliano Amor,2,421,,,,200844
201053,Jeisson Vargas,3,1616,,,,201053
201397,Anthony Fontana,3,5513,,,,201397
201401,Mark McKenzie,2,5513,,,,201401
201405,Matthew Real,2,5513,,,,201405
202198,Nick Besler,3,1899,,,,202198
203996,Luiz Fernando,3,6977,,,,203996
204261,Ben Mines,3,399,,,,204261
204568,Anthony Blondell,4,1708,,,,204568
204843,Modou Jadama,2,1581,,,,204843
205285,Joseph Mora,2,1326,,,,205285
205867,Charlie Lyon,1,11690,,,,205867
209818,Jeff Caldwell,1,9668,,,,209818
210151,Deklan Wynne,2,436,,,,210151
210475,Ulises Segura,3,1326,,,,210475
210841,Adam Grinwis,1,6900,,,,210841
212993,Amro Tarek,2,6900,,,,212993
215474,Ayo Akinola,4,2077,,,,215474
217784,Cristhian Paredes,3,1581,,,,217784
217788,Josue Colman,3,6900,,,,217788
218539,Pablo Ruiz,3,1899,,,,218539
219527,Luis Alberto Caicedo,3,928,,,,219527
220205,Jaylin Lindsey,2,421,,,,220205
220458,Jordan McCrary,2,3500,,,,220458
220470,Connor Sparrow,1,1899,,,,220470
222820,Milton Valenzuela,2,454,,,,222820
223215,Luis Felipe,3,1131,,,,223215
223234,Isaac Angking,3,928,,,,223234
223256,Diego Rossi,4,11690,,,,223256
224382,Brandon Servania,3,1903,,,,224382
224430,Efrain Alvarez,3,1230,,,,224430
224823,Sam Vines,2,436,,,,224823
225030,Santiago Mosquera,3,1903,,,,225030
225053,James Pantemis,1,1616,,,,225053
225054,Thomas Meilleur-Giguere,2,1616,,,,225054
225061,Liam Fraser,3,2077,,,,225061
226311,Jon Bakero,4,1207,,,,226311
226384,JT Marcinkowski,1,1131,,,,226384
226898,Nicolas Samayoa,2,928,,,,226898
226917,Gordon Wild,4,11091,,,,226917
227123,Cory Burke,4,5513,,,,227123
227731,Mark-Anthony Kaye,3,11690,,,,227731
231969,Ezequiel Barco,3,11091,,,,231969
232071,Yeferson Quintana,2,1131,,,,232071
232262,James Murphy,3,11690,,,,232262
232274,Eduard Atuesta,3,11690,,,,232274
234193,Grant Lillard,2,1207,,,,234193
234342,Mark Segbers,2,928,,,,234342
234345,Chris Mueller,3,6900,,,,234345
234384,Francis Atuahene,4,1903,,,,234384
234420,Eryk Williamson,3,1581,,,,234420
234585,Justin Vom Steeg,1,1230,,,,234585
234618,Jon Gallagher,4,11091,,,,234618
234764,Ken Krolicki,3,1616,,,,234764
240899,Florian Valot,3,399,,,,240899
243974,Handwalla Bwana,3,3500,,,,243974
244120,Myer Bevan,4,1708,,,,244120
244696,Kevin Politz,2,399,,,,244696
244768,Cam Lindley,3,6900,,,,244768
244781,Jordan Cano,2,1903,,,,244781
244879,Kris Reaves,2,1903,,,,244879
244899,Kyle Duncan,2,399,,,,244899
245009,Chris Wehan,3,1131,,,,245009
247683,David Norman Jr.,3,1708,,,,247683
248022,Aaron Herrera,2,1899,,,,248022
249164,Mason Toye,4,6977,,,,249164
249242,Lagos Kunga,3,11091,,,,249242
249537,Niki Jackson,4,436,,,,249537
250290,Rodrigo Pacheco,4,11690,,,,250290
422426,Monday Etim,4,11690,,,,422426
422516,Patrick Okonkwo,4,11091,,,,422516
422981,Luis Argudo,3,454,,,,422981
423123,Tristan Blackmon,2,11690,,,,423123
423237,Elliot Collier,4,1207,,,,423237
423406,Eric Dick,1,421,,,,423406
423551,Danny Musovski,4,1131,,,,423551
423568,Alex Roldan,3,3500,,,,423568
424995,Shaft Brewer Jr.,3,11690,,,,424995
426106,Jacob Akanyirige,2,1131,,,,426106
426120,Gilbert Fuentes,3,1131,,,,426120
426771,George Bello,2,11091,,,,426771
427168,Gianluca Busio,4,421,,,,427168
427426,Joe Scally,2,9668,,,,427426
434529,Frantz Pangop,3,6977,,,,434529
442431,Brandon Bye,2,928,,,,442431
442443,Matt Lewis,2,421,,,,442443
442446,Ben Lundgaard,1,454,,,,442446
442451,Wyatt Omsberg,2,6977,,,,442451
442461,Carter Manley,2,6977,,,,442461
442472,Mac Steeves,4,1897,,,,442472
442476,Mohamed Thiaw,4,1131,,,,442476
443002,Joao Moutinho,2,11690,,,,443002
443009,Ema Twumasi,3,1903,,,,443009
443433,Jason Beaulieu,1,1616,,,,443433
443516,Luis Argudo,3,454,,,,443516
443517,Diego Campos,3,1207,,,,443517
443538,Edward Opoku,3,454,,,,443538
444142,Zach Wright,4,421,,,,444142
445788,Bertrand Owundi Eko'o,2,6977,,,,445788
446090,Cristian Casseres Jr.,3,399,,,,446090
,,,,1,Jorge Rodrigo Bava,1,1
,,,,4,Patrick Doody,2,4
,,,,5,Michael Harrington,2,5
,,,,7,Joao Meira,2,7
,,,,11,Collin Fernandez,3,11
,,,,12,John Goossens,3,12
,,,,13,Vitor Gomes Pereira Junior,3,13
,,,,18,David Arshakyan,4,18
,,,,19,Joey Calistri,4,19
,,,,25,John Berner,1,25
,,,,29,Bobby Burling,2,29
,,,,30,Dennis Castillo,2,30
,,,,35,Mekeil Williams,2,35
,,,,47,Kevin Doyle,4,47
,,,,55,Nicolai Naess,2,55
,,,,60,Dilly Duka,3,60
,,,,64,Marshall Hollingsworth,3,64
,,,,68,Rodrigo Saravia,3,68
,,,,69,Ben Swanson,3,69
,,,,72,Abuchi Obinwa,3,72
,,,,75,Bill Hamid,1,75
,,,,76,Charlie Horton,1,76
,,,,77,Eric Klenofsky,1,77
,,,,80,Bobby Boswell,2,80
,,,,87,Julian Buescher,3,87
,,,,93,Patrick Nyarko,3,93
,,,,94,Chris Rolfe,3,94
,,,,95,Lloyd Sam,3,95
,,,,96,Marcelo Sarvas,3,96
,,,,97,Rob Vincent,3,97
,,,,98,Sebastien Le Toux,3,98
,,,,99,Alhaji Kamara,4,99
,,,,101,Jose Guillermo Ortiz,4,101
,,,,105,Anibal Chala,2,105
,,,,107,Aaron Guillen,2,107
,,,,108,Atiba Harris,2,108
,,,,113,Coy Craft,3,113
,,,,119,Javier Morales,3,119
,,,,129,Tyler Deric,1,129
,,,,131,Agustin Garcia,2,131
,,,,137,Alexandre Monteiro De Lima,3,137
,,,,142,Jose Escalante,3,142
,,,,143,Christian Lucatero,3,143
,,,,148,Erick Torres,4,148
,,,,149,Vicente Sanchez,4,149
,,,,151,Maxime Crepeau,1,151
,,,,152,Eric Kronberg,1,152
,,,,154,Hassoun Camara,2,154
,,,,158,Wandrille Lefevre,2,158
,,,,159,Ambroise Oyongo,2,159
,,,,161,Hernan Bernardello,3,161
,,,,162,Patrice Bernier,3,162
,,,,167,Andres Romero,3,167
,,,,169,Ballou Jean-Yves Tabla,3,169
,,,,176,Dan Kennedy,1,176
,,,,180,Robbie Rogers,2,180
,,,,183,Jelle Van Damme,2,183
,,,,184,Rafael Garcia,3,184
,,,,187,Jermaine Jones,3,187
,,,,195,Raul Mendiola,4,195
,,,,203,Donald Smith,2,203
,,,,205,Je-Vaughn Watson,2,205
,,,,206,London Woodberry,2,206
,,,,207,Benjamin Angoua,2,207
,,,,213,Daigo Kobayashi,3,213
,,,,214,Xavier Kouassi,3,214
,,,,220,Eirik Johansen,1,220
,,,,226,Shannon Gomez,2,226
,,,,228,Ethan White,2,228
,,,,230,Miguel Camargo,3,230
,,,,231,Mix Diskerud,3,231
,,,,232,Jack Harrison,3,232
,,,,233,Mikey Lopez,3,233
,,,,235,Andrea Pirlo,3,235
,,,,237,Sean Okoli,4,237
,,,,243,Rafael Diaz,1,243
,,,,246,Gideon Baah,2,246
,,,,247,Justin Bilyeu,2,247
,,,,252,Damien Perrinelle,2,252
,,,,258,Zeiko Lewis,3,258
,,,,259,Dan Metzger,3,259
,,,,262,Arun Basuljevic,3,262
,,,,263,Brandon Allen,4,263
,,,,264,Gonzalo Veron,4,264
,,,,270,Josh Saunders,1,270
,,,,272,Kevin Alston,2,272
,,,,273,Conor Donovan,2,273
,,,,274,Devron Garcia,2,274
,,,,275,Seb Hines,2,275
,,,,276,David Mateos,2,276
,,,,286,Kaka,3,286
,,,,288,Antonio Nocerino,3,288
,,,,289,Matias Perez Garcia,3,289
,,,,293,Hadji Barry,4,293
,,,,295,Bryan Rochez,4,295
,,,,302,Ken Tribbett,2,302
,,,,304,Giliano Wijnaldum,2,304
,,,,306,Roland Alberg,3,306
,,,,309,Brian Carroll,3,309
,,,,312,Maurice Edu,3,312
,,,,315,Charlie Davies,4,315
,,,,319,Oguchi Onyewu,2,319
,,,,328,Amobi Okugo,2,328
,,,,339,Ben Zemanski,3,339
,,,,344,Jack McInerney,4,344
,,,,345,Lucas Melano,4,345
,,,,346,Lalo Fernandez,1,346
,,,,348,Matt Van Oekel,1,348
,,,,354,Chris Wingert,2,354
,,,,360,Omar Holness,3,360
,,,,368,Ricardo Velazco,4,368
,,,,369,Chad Barrett,4,369
,,,,372,Victor Bernardez,2,372
,,,,374,Shaun Francis,2,374
,,,,375,Andres Imperiale,2,375
,,,,377,Marvell Wynne,2,377
,,,,378,Kofi Sarkodie,2,378
,,,,381,Cordell Cato,3,381
,,,,385,Marc Pelosi,3,385
,,,,387,Matheus Silva,3,387
,,,,399,Joevin Jones,2,399
,,,,404,Alvaro Fernandez,3,404
,,,,413,Victor Mansaray,4,413
,,,,422,Igor Juliao,2,422
,,,,425,Erik Palmer-Brown,2,425
,,,,426,Tyler Pasher,2,426
,,,,431,Benji Joya,3,431
,,,,432,Soni Mustivar,3,432
,,,,438,Cameron Iwasa,4,438
,,,,439,Cameron Porter,4,439
,,,,442,Christian Volesky,4,442
,,,,446,Brandon Aubrey,2,446
,,,,454,Sergio Camargo,3,454
,,,,456,Armando Cooper,3,456
,,,,458,Tsubasa Endoh,3,458
,,,,461,Mo Babouli,4,461
,,,,468,Paolo Tornaghi,1,468
,,,,472,David Edgar,2,472
,,,,476,Sheanon Williams,2,476
,,,,477,Cole Seiler,2,477
,,,,479,Christian Bolanos,3,479
,,,,480,Marco Bustos,3,480
,,,,483,Andrew Jacobson,3,483
,,,,484,Matias Laba,3,484
,,,,485,Ben McKendry,3,485
,,,,490,Giles Barnes,4,490
,,,,491,Kyle Greig,4,491
,,,,492,Kekuta Manneh,4,492
,,,,494,Alexander Tambakis,1,494
,,,,496,Mark Bloom,2,496
,,,,498,Zach Loyd,2,498
,,,,513,Kenwyne Jones,4,513
,,,,514,Jeffrey Otoo,4,514
,,,,518,Anton Walkes,2,518
,,,,520,John Alvbage,1,520
,,,,522,Justin Davis,2,522
,,,,524,Joseph Greenspan,2,524
,,,,526,Kevin Venegas,2,526
,,,,527,Jermaine Taylor,2,527
,,,,531,Mohammed Saied,3,531
,,,,532,Johan Venegas,3,532
,,,,533,Bernardo Anor,3,533
,,,,540,Benoit Cheyrou,3,540
,,,,548,Carlos Carmona,3,548
,,,,551,Hernan Grana,2,551
,,,,552,Carlos Cermeno,3,552
,,,,553,Bashkim Kadrii,3,553
,,,,560,Fredy Montero,4,560
,,,,561,Joshua Gatt,3,561
,,,,565,Walker Hume,2,565
,,,,568,John Stertzer,3,568
,,,,572,Adrian Arregui,3,572
,,,,575,Matej Dekovic,2,575
,,,,577,Aaron Jones,2,577
,,,,580,Mauro Rosales,3,580
,,,,581,Kyle Reynish,1,581
,,,,582,Taylor Hunter,2,582
,,,,583,Joseph Holland,3,583
,,,,584,Jose Rodriguez,3,584
,,,,586,Bradley Diallo,2,586
,,,,588,Joshua Smith,2,588
,,,,589,Maxim Tissot,2,589
,,,,591,Nathan Smith,2,591
,,,,593,Justin Schmidt,2,593
,,,,594,Reagan Dunk,2,594
,,,,598,Jaime Villarreal,3,598
,,,,600,Ismaila Jome,3,600
,,,,601,Danny Deakin,3,601
,,,,602,Moussa Sane,4,602
,,,,603,Fredrik Gulbrandsen,4,603
,,,,605,Johan Brunell,2,605
,,,,609,Oyvind Alseth,2,609
,,,,610,Jason Hernandez,2,610
,,,,611,Mark Pais,1,611
,,,,613,Luis Gil,3,613
,,,,614,Leonardo Pereira,2,614
,,,,615,Chris Korb,2,615
,,,,616,Blerim Dzemaili,3,616
,,,,620,Lindo Mfeka,3,620
,,,,621,Jacob Lissek,1,621
,,,,622,Gershon Koffie,3,622
,,,,624,Deshorn Brown,4,624
,,,,628,Pele van Anholt,2,628
,,,,641,Deian Boldor,2,641
,,,,651,Luis Gonzalez,3,651
,,,,665,Andraz Struna,2,665
,,,,667,Kevin Renato Fortes Oliveira,3,667
,,,,670,Emmanuel Igiebor,3,670
